Clave,Nombre de la estación,Latitud,Longitud,Altitud,Estado,Municipio,R.H.,Cuenca
B28145,CEDILLO,17.25,-94.612222000000003,100,Veracruz de Ignacio de la Llave,Uxpanapa,29,
B28153,LA CEIBILLA,18.287500000000001,-95.435833000000002,36,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,28,
B28154,LA LANA,17.556667000000001,-95.587500000000006,65,Veracruz de Ignacio de la Llave,Santiago Sochiapan,28,
B28156,SIHUAPAN,18.449999999999999,-95.183055999999993,300,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,28,
B29005,LAS PERLAS,17.438056,-94.866667000000007,0,Veracruz de Ignacio de la Llave,Jesús Carranza,29,
B29006,JESUS CARRANZA 2,17.391667000000002,-95.054167000000007,22,Veracruz de Ignacio de la Llave,Jesús Carranza,29,
B29008,TIERRA MORADA,17.571667000000001,-94.163055999999997,10,Veracruz de Ignacio de la Llave,Minatitlán,29,
B29009,MINZAPAN,18.16,-94.788888999999998,245,Veracruz de Ignacio de la Llave,Acayucan,29,
B29016,CEDILLO,17.25,-94.612499999999997,100,Veracruz de Ignacio de la Llave,Uxpanapa,29,
B12484,EL PLATANITO,22.568055999999999,-104.063056,0,Zacatecas,Valparaíso,12,
B12487,LA FLORIDA,22.686388999999998,-103.603611,1870,Zacatecas,Valparaíso,12,
B12488,LA GLORIA,22.068055999999999,-103.396389,1465,Zacatecas,Valparaíso,12,
B12602,BOCA DEL TESORERO,22.825278000000001,-102.957778,2166,Zacatecas,Jerez,12,
B12615,PALOMAS (SALIDAS PRESA PALOMAS),22.344999999999999,-102.806944,2089,Zacatecas,Villanueva,12,
B12768,RANCHO DE ENMEDIO,22.562221999999998,-103.58888899999999,0,Zacatecas,Monte Escobedo,12,
B12771,VICENTE GUERRERO,22.315833000000001,-103.439722,1925,Zacatecas,Monte Escobedo,12,
B12792,ARELLANOS,21.766943999999999,-102.968611,1495,Zacatecas,Huanusco,12,
B12941,CUIXTLA,21.616667,-103.438889,1816,Zacatecas,Tepechitlán,12,
B14026,LA CALERA,22.5,-103.34999999999999,1825,Zacatecas,Monte Escobedo,14,
B36048,SANTA ROSA,22.916667,-103.108333,2240,Zacatecas,Fresnillo,36,
B36080,SAN FRANCISCO,24.313889,-102.88500000000001,1681,Zacatecas,General Francisco R. Murguía,36,
B006ABR,ABELARDO RODRIGUEZ,21.916667,-102.42694400000001,0,Aguascalientes,Jesús María,12,
B055CLL,PRESA CALLES,22.142222,-102.415556,2020,Aguascalientes,San José de Gracia,12,
B062CTA,CINCUENTA ANIVERSARIO,22.188611000000002,-102.466944,2050,Aguascalientes,San José de Gracia,12,
B110NIA,PRESA EL NIAGARA,21.778888999999999,-102.441389,1828,Aguascalientes,Aguascalientes,12,
B233CDZ,LA CODORNIZ,21.995556000000001,-102.674722,1783,Aguascalientes,Calvillo,12,
B321MLU,MEDIA LUNA,21.7925,-102.80166699999999,1585,Aguascalientes,Calvillo,12,
B332PBL,PRESA PABELLON,22.162500000000001,-102.291944,1909,Aguascalientes,Pabellón de Arteaga,,
B370RDG,PRESA RODRIGUEZ,21.916667,-102.42694400000001,0,Aguascalientes,Jesús María,12,
B552JCO,JOCOQUE,22.121110999999999,-102.354444,1970,Aguascalientes,San José de Gracia,12,
B005ALR,ABELARDO L. RODRIGUEZ,32.446944000000002,-116.905833,120,Baja California,Tijuana,9,
B144ELZ,EMILIO LOPEZ ZAMORA,31.104167,-116.168333,70,Baja California,Ensenada,2,
B535ECZ,EL CARRIZO,32.483333000000002,-116.7,495,Baja California,Tecate,1,
B515CHE,PRESA CHICOASEN,16.933333000000001,-93.099999999999994,710,Chiapas,Osumacinta,30,
B010AGZ,ABRAHAM GONZALEZ,28.516667000000002,-107.63333299999999,2220,Chihuahua,Guerrero,9,
B060CHH,PRESA CHIHUAHUA,28.569721999999999,-106.166389,1900,Chihuahua,Chihuahua,24,
B120PRR,PRESA EL PARRAL,26.899999999999999,-105.7,1776,Chihuahua,Hidalgo del Parral,24,
B130REJ,PRESA EL REJON,28.610555999999999,-106.109722,1480,Chihuahua,Chihuahua,24,
B140TIN,EL TINTERO,29.5625,-107.397222,1725,Chihuahua,Buenaventura,34,
B155FIM,FRANCISCO I. MADERO,28.165278000000001,-105.625,1220,Chihuahua,Rosales,24,
B225BOQ,LA BOQUILLA,27.539444,-105.391667,1268,Chihuahua,San Francisco de Conchos,24,
B280LAJ,PRESA LAS LAJAS,29.941666999999999,-106.977222,1570,Chihuahua,Buenaventura,34,
B300LLL,LUIS L. LEON,28.983611,-105.280556,1055,Chihuahua,Aldama,24,
B041AMI,LA AMISTAD,29.444167,-101.06,350,Coahuila de Zaragoza,Acuña,,
B255LAM,LAGUNA DE AMELA,18.899999999999999,-103.86666700000001,20,Colima,Tecomán,16,
B336PTS,ANGEL ALBINO CORZO (PEÑITAS),19.266667000000002,-103.816667,450,Colima,Villa de Álvarez,,
B165FVL,FRANCISCO VILLA,24.001667000000001,-103.960278,1961,Durango,Poanas,11,
B170FZA,FRANCISCO ZARCO,25.273610999999999,-103.776667,1200,Durango,Lerdo,36,
B285LCR,LAZARO CARDENAS,25.614443999999999,-105.00361100000001,1600,Durango,Indé,36,
B335PAG,PEÑA DEL AGUILA,24.237221999999999,-104.655556,1896,Durango,Durango,11,
B397SEL,SANTA ELENA,23.623332999999999,-104.054444,2480,Durango,Súchil,11,
B407SBY,SANTIAGO BAYACORA,23.873332999999999,-104.673889,0,Durango,Durango,11,
B416VIH,VILLA HIDALGO,26.100000000000001,-104.5,1750,Durango,Mapimí,35,
B600NAR,LOS NARANJOS,24.625,-103.305556,1650,Durango,General Simón Bolívar,,
B115PAT,EL PALOTE,21.166667,-101.666667,1856,Guanajuato,León,12,
B190IAL,IGNACIO ALLENDE,20.833333,-100.816667,1820,Guanajuato,San Miguel de Allende,12,
B270LYU,LAGUNA DE YURIRIA,20.216667000000001,-101.13333299999999,1736,Guanajuato,Yuriria,12,
B315MAZ,PRESA INSURGENTE MARIANO ABASOLO,20.5,-101.95,1740,Guanajuato,Pénjamo,12,
B340PEN,PEÑUELITAS,21.104444000000001,-100.875833,1915,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,12,
B410SOL,PRESA SOLIS,20.050000000000001,-100.816667,1849,Guanajuato,Acámbaro,12,
B580PSA,PRESA LA PURISIMA,20.850000000000001,-101.283333,1839,Guanajuato,Guanajuato,12,
B455VTR,PRESA VALERIO TRUJANO,18.416667,-99.5,0,Guerrero,Buenavista de Cuéllar,18,
B145END,PRESA ENDO,20.163889000000001,-99.359999999999999,2048,Hidalgo,Tepetitlán,26,
B212JRG,JAVIER ROJO GOMEZ,20.733332999999998,-99.333332999999996,0,Hidalgo,Zimapán,26,
B235ESP,PRESA LA ESPERANZA,20.058889000000001,-98.336111000000002,2210,Hidalgo,Cuautepec de Hinojosa,26,
B465VAG,VICENTE AGUIRRE,20.439444000000002,-99.377778000000006,0,Hidalgo,Alfajayucan,26,
B015ACH,ACHIMEC,22.325832999999999,-103.22583299999999,1850,Jalisco,Huejúcar,12,
B043ANG,LA ANGOSTURA,19.912500000000001,-104.056944,0,Jalisco,El Limón,30,
B045BBD,PRESA BASILIO VADILLO,19.912500000000001,-104.056944,0,Jalisco,El Limón,16,
B080CRT,PRESA CUARENTA,21.5,-101.7,0,Jalisco,Lagos de Moreno,12,
B102EST,EL ESTRIBON,21.199999999999999,-102.90000000000001,0,Jalisco,Yahualica de González Gallo,12,
B141TUL,PRESA EL TULE,20.733332999999998,-102.40000000000001,2033,Jalisco,Arandas,12,
B240VEG,LA VEGA,20.600000000000001,-103.8,1260,Jalisco,Tala,14,
B245LCH,LAGO DE CHAPALA,20.300000000000001,-103.2,1523,Jalisco,Chapala,12,
B295OLE,PRESA LOS OLIVOS,19.213889000000002,-102.86666700000001,0,Jalisco,Jilotlán de los Dolores,18,
B400SRO,SANTA ROSA,20.910556,-103.711944,730,Jalisco,Amatitán,12,
B415TAC,TACOTAN,20.035278000000002,-104.31999999999999,0,Jalisco,Unión de Tula,16,
B425TEN,PRESA TENASCO,22.173888999999999,-103.197222,1850,Jalisco,Santa María de los Ángeles,12,
B442TRM,TRIGOMIL,19.850000000000001,-104.11666700000001,0,Jalisco,El Limón,16,
B450VCV,VICENTE C. VILLASEÑOR,19.938333,-104,0,Jalisco,Ejutla,18,
B510CPE,CAJON DE PEÑA,20.033332999999999,-105.066667,0,Jalisco,Tomatlán,15,
B085DAM,PRESA DANXHO,19.899999999999999,-99.599999999999994,1249,México,Jilotepec,26,
B105MOL,PRESA EL MOLINO,20.100000000000001,-99.700000000000003,2740,México,Jilotepec,26,
B176GPE,DE GUADALUPE,19.633333,-99.25,2290,México,Cuautitlán Izcalli,26,
B185HUA,PRESA HUAPANGO,20.066666999999999,-99.700000000000003,2623,México,Aculco,26,
B210JAA,JOSE ANTONIO ALZATE,19.465555999999999,-99.703889000000004,2571,México,Temoaya,12,
B302MOM,PRESA MADIN,19.533055999999998,-99.258332999999993,2325,México,Atizapán de Zaragoza,26,
B385SIL,SAN ILDEFONSO,20.208333,-99.966667000000001,0,México,Aculco,26,
B420TAX,PRESA TAXHIMAY,19.835833000000001,-99.385000000000005,0,México,Villa del Carbón,26,
B435TPN,TEPETITLAN NUEVA,19.663333000000002,-99.958611000000005,2584,México,San Felipe del Progreso,12,
B441TMU,TERCER MUNDO,19.48,-100.2,0,México,Villa de Allende,12,
B560CPI,PRESA LA CONCEPCION,20.148056,-99.908889000000002,2360,México,Aculco,26,
B030AGO,AGOSTITLAN,19.550000000000001,-100.942222,0,Michoacán de Ocampo,Tzitzio,18,
B042BRJ,"Barraje de Ibarra, Mich.",20.236111000000001,-102.616111,0,Michoacán de Ocampo,Briseñas,12,
B065COI,PRESA COINTZIO,19.625,-101.281111,2096,Michoacán de Ocampo,Morelia,12,
B086DGZ,PRESA DE GONZALO,20.300000000000001,-102.40000000000001,0,Michoacán de Ocampo,Tanhuato,18,
B180GUA,PRESA GUARACHA,19.899999999999999,-102.7,0,Michoacán de Ocampo,Jiquilpan,12,
B205JAR,PRESA JARIPO,19.899999999999999,-102.59999999999999,0,Michoacán de Ocampo,Villamar,12,
B260LFR,LAGUNA DEL FRESNO,19.839167,-100.41333299999999,2078,Michoacán de Ocampo,Maravatío,12,
B305MAL,PRESA MALPAIS,19.899999999999999,-100.90000000000001,0,Michoacán de Ocampo,Zinapécuaro,12,
B355PUC,PRESA PUCUATO,19.621666999999999,-100.686111,0,Michoacán de Ocampo,Hidalgo,18,
B375SAB,PRESA SABANETA,19.619444000000001,-100.670833,0,Michoacán de Ocampo,Hidalgo,18,
B389SJS,SAN JOSE,19.907499999999999,-100.316667,2043,Michoacán de Ocampo,Maravatío,37,
B440TPX,PRESA TEPUXTEPEC,19.98,-100.230278,2380,Michoacán de Ocampo,Contepec,12,
B445URE,PRESA UREPETIRO,19.971944000000001,-102.13416700000001,1807,Michoacán de Ocampo,Tlazazalca,12,
B480ZIR,PRESA ZICUIRAN,18.920278,-101.929722,0,Michoacán de Ocampo,La Huacana,18,
B135ROD,LAGUNA EL RODEO,18.800000000000001,-99.400000000000006,1200,Morelos,Miacatlán,18,
B104ECU,EL CUCHILLO,25.718056000000001,-99.256111000000004,210,Nuevo León,China,24,
B380SAL,LAGUNA SALINILLAS,27.449999999999999,-100.38333299999999,232,Nuevo León,Anáhuac,24,
B324MIM,MIGUEL DE LA MADRID,18.016667000000002,-96.266666999999998,42,Oaxaca,San Lucas Ojitlán,28,
B326MAL,MIGUEL ALEMAN,18.233332999999998,-96.5,80,Oaxaca,San Miguel Soyaltepec,28,
B477YOS,YOSOCUTA,17.725000000000001,-97.829166999999998,1410,Oaxaca,San Marcos Arteaga,18,
B460VCA,VENUSTIANO CARRANZA,20.510278,-97.676111000000006,2400,Puebla,Venustiano Carranza,24,
B595SOD,PRESA LA SOLEDAD,19.959167000000001,-97.445832999999993,1590,Puebla,Tlatlauquitepec,27,
B070CON,CONSTITUCION 1917,20.418333000000001,-100.07250000000001,1295,Querétaro,San Juan del Río,26,
B095CTN,PRESA CENTENARIO,20.589444,-100.406667,1820,Querétaro,Querétaro,26,
B517CAP,CONSTITUCION DE APATZINGAN,20.418333000000001,-100.07250000000001,1295,Querétaro,San Juan del Río,18,
B230CAL,LA CALERA,21.699999999999999,-99.099999999999994,0,San Luis Potosí,Aquismón,18,
B016ABN,ING. AURELIO BENASSINI,24.121666999999999,-106.69499999999999,35,Sinaloa,San Ignacio,10,
B020ALM,ADOLFO LOPEZ MATEOS,25.090278000000001,-107.38333299999999,111,Sinaloa,Badiraguato,10,
B150EBU,EUSTAQUIO BUELNA,25.466667000000001,-108.083333,0,Sinaloa,Salvador Alvarado,10,
B181GBA,GUILLERMO BLAKE AGUILAR,26.083333,-108.316667,150,Sinaloa,Sinaloa,10,
B182GDO,GUSTAVO DIAZ ORDAZ,25.855277999999998,-107.91194400000001,1470,Sinaloa,Sinaloa,10,
B208JLP,PRESA JOSE LOPEZ PORTILLO,24.571389,-106.807778,1470,Sinaloa,Cosalá,10,
B215JOD,JOSEFA ORTIZ DE DOMINGUEZ,26.412500000000001,-108.716667,0,Sinaloa,El Fuerte,10,
B298LDC,LUIS DONALDO COLOSIO,26.904167000000001,-108.34999999999999,168,Sinaloa,Choix,10,
B325MHD,MIGUEL HIDALGO,26.509722,-108.579167,300,Sinaloa,El Fuerte,10,
B395SAN,PRESA SANALONA,24.813889,-107.158333,170,Sinaloa,Culiacán,10,
B025ARC,ADOLFO RUIZ CORTINEZ,27.220278,-109.104167,148,Sonora,Álamos,9,
B035AOB,ALVARO OBREGON,27.481389,-109.938056,116,Sonora,Cajeme,9,
B047CAB,CABORCA,30,-111.09999999999999,0,Sonora,Opodepe,36,
B068COM,EL COMAQUITO,30.933333000000001,-110.816667,960,Sonora,Imuris,8,
B075CUA,PRESA CUAUHTEMOC,30.878333000000001,-111.516667,590,Sonora,Tubutama,8,
B191IRR,IGNACIO L. ALATORRE,28.433056000000001,-110.39277800000001,245,Sonora,Guaymas,9,
B345PEC,PLUTARCO ELIAS CALLES,28.981110999999999,-109.631111,2110,Sonora,Soyopa,9,
B361RFV,RODOLFO FELIX VALDEZ,29.399999999999999,-110.433333,0,Sonora,Ures,9,
B146ERA,ESTUDIANTE RAMIRO CABALLERO DORANTES,22.622778,-98.688333,50,Tamaulipas,González,26,
B147EPG,EMILIO PORTES GIL,22.941943999999999,-98.788611000000003,12,Tamaulipas,Xicoténcatl,26,
B320MRG,MARTE RODOLFO GOMEZ,26.225000000000001,-98.916667000000004,120,Tamaulipas,Camargo,24,
B341PJM,PEDRO J. MÉNDEZ,24.233332999999998,-99.549999999999997,153,Tamaulipas,Hidalgo,25,
B359REP,REPUBLICA ESPAÑOLA,23.258056,-97.990555999999998,90,Tamaulipas,Aldama,25,
B383SGA,SAN GABRIEL,23.083611000000001,-98.787222,140,Tamaulipas,Xicoténcatl,24,
B475VIG,VICENTE GUERRERO,23.966667000000001,-98.549999999999997,230,Tamaulipas,Jiménez,25,
B390SJA,SAN JOSE ATLANGA,19.550000000000001,-98.200000000000003,2498,Tlaxcala,Atlangatepec,18,
B334PPI,PRESA PASO DE PIEDRAS,21.737221999999999,-98.152777999999998,40,Veracruz de Ignacio de la Llave,Ozuluama de Mascareñas,26,
B516CHI,CHICAYAN,21.737221999999999,-98.152777999999998,40,Veracruz de Ignacio de la Llave,Ozuluama de Mascareñas,26,
B090CAZ,EL CAZADERO,23.693055999999999,-103.093611,1920,Zacatecas,Río Grande,36,
B100CHI,PRESA EL CHIQUE,22,-102.88972200000001,1620,Zacatecas,Tabasco,12,
B175GVI,GUADALUPE VICTORIA,22.746389000000001,-102.506389,2258,Zacatecas,Guadalupe,11,
B217JLA,JULIAN ADAME,22.120833000000001,-102.859167,1703,Zacatecas,Villanueva,12,
B290LRY,LEOBARDO REYNOSO,23.179722000000002,-103.207222,0,Zacatecas,Fresnillo,36,
B333PAS,PALOMAS,22.344999999999999,-102.798333,2089,Zacatecas,Villanueva,12,
B350PAL,PRESIDENTE ALEMAN,21.649443999999999,-103.33972199999999,1740,Zacatecas,Tepechitlán,12,
B405STR,SANTA ROSA,22.926110999999999,-103.113056,2240,Zacatecas,Fresnillo,36,
B470VGU,VICENTE GUERRERO,22.315833000000001,-103.441389,1925,Zacatecas,Monte Escobedo,18
