Clave,Nombre de la estación,Latitud,Longitud,Altitud,Estado,Municipio,R.H.,Cuenca
CANCA,"Canasayab, Camp.",19.295000000000002,-90.575556000000006,17,Campeche,Champotón,31,Grijalva - Usumacinta
CNDCA,"Candelaria, Camp.",18.183056000000001,-91.046110999999996,50,Campeche,Candelaria,30,Grijalva - Usumacinta
ACACP,"Acala, Chis.",16.552778,-92.804167000000007,393,Chiapas,Acala,30,Alto Grijalva
AQECP,"Aquespala, Chis.",15.783333000000001,-91.911111000000005,675,Chiapas,La Trinitaria,30,Alto Grijalva
BOQCP,"Boquerón, Chis.",16.641943999999999,-93.150000000000006,480,Chiapas,Suchiapa,30,Alto Grijalva
CACCP,"Cacaluta, Chis.",15.35,-92.716667000000001,20,Chiapas,Acacoyagua,23,Costa de Chiapas
CASCP,"Cascajal, Chis.",16.308333000000001,-92.479167000000004,650,Chiapas,Venustiano Carranza,30,Alto Grijalva
CHMCP,"Chicomuselo, Chis.",15.75,-92.283332999999999,710,Chiapas,Chicomuselo,30,Alto Grijalva
DESCP,"Despoblado, Chis.",15.204167,-92.575000000000003,115,Chiapas,Villa Comaltitlán,23,Costa de Chiapas
ELNCP,"El Novillero, Chis.",15.495832999999999,-92.950000000000003,98,Chiapas,Mapastepec,23,Costa de Chiapas
ESCCP,"Escuintla, Chis.",15.316667000000001,-92.666667000000004,110,Chiapas,Escuintla,23,Costa de Chiapas
GRICP,"Grijalva, Chis.",16.975000000000001,-93.125,211,Chiapas,Chicoasén,30,Alto Grijalva
HUICP,"Huixtla, Chis.",15.133333,-92.472222000000002,40,Chiapas,Huixtla,23,Costa de Chiapas
JESCP,"Jesús, Chis.",15.875,-93.474999999999994,90,Chiapas,Tonalá,23,Costa de Chiapas
LACCP,"Lacantún, Chis.",16.580832999999998,-90.702222000000006,905,Chiapas,Ocosingo,30,Usumacinta
LESCP,"La Escalera, Chis.",16.490278,-93.025000000000006,485,Chiapas,Chiapa de Corzo,30,Alto Grijalva
MAPCP,"Mapastepec, Chis.",15.449999999999999,-92.883332999999993,32,Chiapas,Mapastepec,23,Costa de Chiapas
MARCP,"Margaritas, Chis.",15.583333,-93.066666999999995,1512,Chiapas,Pijijiapan,23,Costa de Chiapas
PCOCP,"Puente Concordia, Chis.",15.848611,-91.968056000000004,582,Chiapas,Frontera Comalapa,30,Alto Grijalva
PICCP,"Pichucalco, Chis.",17.511944,-93.113889,114,Chiapas,Pichucalco,30,Bajo Grijalva
PIJCP,"Pijijiapan, Chis.",15.691667000000001,-93.216667000000001,38,Chiapas,Pijijiapan,23,Costa de Chiapas
PLACP,"Platanar, Chis.",17.577777999999999,-93.387500000000003,38,Chiapas,Pichucalco,30,Bajo Grijalva
RCACP,"Rómulo Calzada, Chis.",17.348333,-93.552778000000004,116,Chiapas,Tecpatán,30,Bajo Grijalva
REFCP,"Reforma, Chis.",15.916667,-92.666667000000004,588,Chiapas,La Concordia,30,Alto Grijalva
REVCP,"Revolución Mexicana, Chis.",16.158332999999999,-93.079166999999998,588,Chiapas,Villa Corzo,30,Alto Grijalva
SAACP,"Salto de Agua, Chis.",17.566666999999999,-92.349999999999994,92,Chiapas,Salto de Agua,30,Grijalva - Usumacinta
SAYCP,"Sayula, Chis.",17.425000000000001,-93.383332999999993,228,Chiapas,Ostuacán,30,Bajo Grijalva
SCRCP,"Puente Morelos, Chis.",16.741667,-92.616667000000007,2113,Chiapas,San Cristóbal de las Casas,30,Alto Grijalva
SDICP,"San Diego, Chis.",15.7425,-93.299999999999997,840,Chiapas,Pijijiapan,23,Costa de Chiapas
SDOCP,"Santo Domingo, Chis.",16.452500000000001,-93.056388999999996,500,Chiapas,Chiapa de Corzo,30,Alto Grijalva
SMICP,"San Miguel, Chis.",15.775,-92.239444000000006,710,Chiapas,Frontera Comalapa,30,Alto Grijalva
SUCCP,"Suchiate, Chis.",14.683332999999999,-92.133332999999993,18,Chiapas,Suchiate,23,Costa de Chiapas
TALCP,"Talismán, Chis.",14.966666999999999,-92.147221999999999,148,Chiapas,Tuxtla Chico,23,Costa de Chiapas
TAMCP,"Malpaso II, Chis.",14.99,-92.243333000000007,18,Chiapas,Tapachula,23,Costa de Chiapas
TONCP,"Tonalá, Chis.",16.086943999999999,-93.75,55,Chiapas,Tonalá,23,Costa de Chiapas
TPICP,"Tres Picos, Chis.",15.875,-93.529167000000001,55,Chiapas,Tonalá,23,Costa de Chiapas
YAMCP,"Yamonhó, Chis.",17.116667,-93.330556000000001,325,Chiapas,Tecpatán,30,Alto Grijalva
BTPCH,"Batopilas, Chih.",27.033611000000001,-107.72361100000001,565,Chihuahua,Batopilas de Manuel Gómez Morín,10,Río Fuerte
CL2CH,"Colina hidrométrica, Chih.",27.410278000000002,-105.38166699999999,1245,Chihuahua,San Francisco de Conchos,24,Río Conchos
CNDCH,"Chínipas, Chih.",27.416667,-108.541667,490,Chihuahua,Chínipas,10,Río Fuerte
GPCCH,"Guapoca, Chih.",29.199999999999999,-108.3,1260,Chihuahua,Madera,9,Yaqui - Matapé
GRCCH,"Guerachi, Chih.",26.813056,-107.072778,2430,Chihuahua,Guachochi,10,Río Fuerte
IGNCH,"San Ignacio, Chih.",26.870833000000001,-107.879167,501,Chihuahua,Batopilas de Manuel Gómez Morín,0,Río Fuerte
JMNCH,"Jiménez, Chih.",27.126667000000001,-104.912778,1479,Chihuahua,Jiménez,24,Río Conchos
TBRSI,"San Francisco, Chih.",26.942499999999999,-107.973333,400,Chihuahua,Urique,10,Río Fuerte
TCNCH,"Tecuan, Chih.",27.579167000000002,-105.36666700000001,0,Chihuahua,San Francisco de Conchos,24,Río Conchos
URECH,"Urique, Chih.",27.216667000000001,-107.91249999999999,599,Chihuahua,Urique,10,Río Fuerte
CDLCL,"Candela, Coah.",26.844443999999999,-100.66111100000001,620,Coahuila de Zaragoza,Candela,24,Río Medio Bravo
SBNCL,"Sabinas, Coah.",27.846667,-101.122778,339,Coahuila de Zaragoza,Sabinas,24,Bravo Conchos
CL3CM,"Callejones C.P. M.I., Col.",18.825832999999999,-103.623333,24,Colima,Tecomán,16,Rio Coahuayaná
CLLCM,"Callejones, Col.",18.826388999999999,-103.62611099999999,42,Colima,Tecomán,16,Rio Coahuayaná
DJLCM,"Presa derivadora Jala, Col.",19.111388999999999,-103.884444,200,Colima,Tecomán,16,Río Armería
MADCM,"Cuastecomatan, Col.",19.210277999999999,-103.88583300000001,200,Colima,Tecomán,16,Río Armería
PN2CM,"Canal principal de Peñitas, Col.",18.826111000000001,-103.622778,270,Colima,Comala,16,Río Armería
PNTCM,"Peñitas, Col.",19.327500000000001,-103.8125,457,Colima,Comala,16,Río Armería
TECCM,"Jala Tecuanillo, Col.",19.111388999999999,-103.88416700000001,191,Colima,Tecomán,16,Río Armería
AMLDR,"Agustín Melgar, Dgo.",25.264167,-104.068056,1225,Durango,Nazas,36,Río Nazas
CB2DR,"Caboraca hidrométrica, Dgo.",24.516667000000002,-104.8,2003,Durango,Canatlán,11,San Pedro - Rosa Morada
CFRDR,"Cañón Fernández hidrométrica de Francisco Zarco, Dgo.",25.265277999999999,-103.773611,1200,Durango,Cuencamé,,Río Nazas
FV2DR,"Francisco Villa hidrométrica, Dgo.",24.001667000000001,-103.960278,1961,Durango,Poanas,11,San Pedro - Rosa Morada
GVHDR,"Guadalupe Victoria hidrométrica, Dgo.",23.960277999999999,-104.75194399999999,1982,Durango,Durango,11,San Pedro - Rosa Morada
PALDR,"Palmito hidrométrica de Lázaro Cárdenas, Dgo.",25.614443999999999,-105.00361100000001,1600,Durango,Indé,36,Río Nazas
SACDR,"Salomé Acosta, Dgo.",25.225000000000001,-105.443056,1670,Durango,Santiago Papasquiaro,36,Río Ramos y del Oro
SB2DR,"Santiago Bayacora hidrométrica, Dgo.",23.873332999999999,-104.673889,1900,Durango,Durango,11,San Pedro - Rosa Morada
SRDDR,"Sardinas, Dgo.",26.084444000000001,-105.566667,1639,Durango,San Bernardo,36,Río Ramos y del Oro
TDRDR,"El Tule del Real, Dgo.",24.702221999999999,-106.538056,300,Durango,Tamazula,10,Río Elotla
TMZDR,"Tamazula, Dgo.",24.933333000000001,-106.97499999999999,1580,Durango,Tamazula,10,Rio Culiacán
ACSGJ,"Arroyo los castillos, Gto.",21.199999999999999,-101.666667,1874,Guanajuato,León,12,Medio Lerma
AMCGJ,"Ameche, Gto.",20.553889000000002,-100.5825,1786,Guanajuato,Apaseo el Grande,12,La Laja
ANSGJ,"Arandas, Gto.",20.712778,-101.370833,1740,Guanajuato,Irapuato,12,Medio Lerma
BEGGJ,"La Begoña hidrométrica, Gto.",20.833333,-100.816667,1820,Guanajuato,San Miguel de Allende,12,La Laja
BRAGJ,"Braniff, Gto.",20.050000000000001,-100.666667,1879,Guanajuato,Acámbaro,12,Alto Lerma
CAYGJ,Canal alimentador a Yuriria,20.269722000000002,-101.019722,0,Guanajuato,Salvatierra,,Alto Lerma
CEYGJ,"Canal extracciones Yuriria, Gto.",20.266667000000002,-101.216667,1730,Guanajuato,Jaral del Progreso,12,Alto Lerma
CPLGJ,"Copalillo, Gto.",20.721667,-101.346667,0,Guanajuato,Irapuato,0,Alto Lerma
CSSGJ,"Los Castillos, Gto.",21.191666999999999,-101.666667,1853,Guanajuato,León,,Medio Lerma
CSTGJ,"Los Castillos, Gto.",21.195556,-101.6675,1874,Guanajuato,León,12,Medio Lerma
CYUGJ,"Canal alimentador Yuriria, Gto.",20.216667000000001,-101.13333299999999,1736,Guanajuato,Yuriria,12,Alto Lerma
ECBGJ,"El Cubo, Gto.",20.279722,-100.90000000000001,1775,Guanajuato,Salvatierra,12,Alto Lerma
ECHGJ,"El Chapín, Gto.",20.872222000000001,-101.244444,1775,Guanajuato,Guanajuato,12,Medio Lerma
ECLGJ,"El Colorado, Gto.",20.650556000000002,-101.88249999999999,1738,Guanajuato,Manuel Doblado,,Medio Lerma
JCRGJ,"Jerécuaro, Gto.",20.145555999999999,-100.518333,1931,Guanajuato,Jerécuaro,12,Alto Lerma
LADGJ,"Las Adjuntas, Gto.",20.675277999999999,-101.844167,1802,Guanajuato,Manuel Doblado,12,La Laja
LMTGJ,"Lomo de Toro, Gto.",20.300000000000001,-101,1890,Guanajuato,Salvatierra,12,Alto Lerma
MRKGJ,"Markazuza, Gto.",20.325832999999999,-101.458333,1695,Guanajuato,Valle de Santiago,,Medio Lerma
PDLGJ,"Puente Dolores, Gto.",21.168056,-100.90055599999999,1837,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,12,La Laja
PERGJ,"Pericos, Gto.",20.522500000000001,-101.111389,1722,Guanajuato,Salamanca,12,La Laja
SL2GJ,"Solis, Gto.",20.050000000000001,-100.666667,1879,Guanajuato,Acámbaro,12,Alto Lerma
SLCGJ,"Canal Solis, Gto.",20.052222,-100.671667,1879,Guanajuato,Acámbaro,12,Alto Lerma
SLMGJ,"Salamanca, Gto.",20.565833000000001,-101.199444,1713,Guanajuato,Salamanca,12,Medio Lerma
SLVGJ,"Salvatierra, Gto.",20.216667000000001,-100.88583300000001,1758,Guanajuato,Salvatierra,12,Alto Lerma
TEMGJ,"Temascatío, Gto.",20.600000000000001,-101.3,1840,Guanajuato,Irapuato,12,Alto Lerma
TGRGJ,"Tres Guerras, Gto.",20.515833000000001,-100.775278,1368,Guanajuato,Celaya,12,La Laja
TPCGJ,"Tepalcates, Gto.",20.740278,-101.370833,1770,Guanajuato,Irapuato,0,Alto Lerma
ACEHD,"Arroyo del centro, Hgo.",20.455832999999998,-99.230833000000004,0,Hidalgo,Tecomán,26,Valle de México
ARSHD,"Al Río el Salto, Hgo.",19.937778000000002,-99.283332999999999,0,Hidalgo,Tepeji del Río de Ocampo,26,Valle de México
ATCHD,"Atlapexco, Hgo.",21.019444,-98.348056,156,Hidalgo,Atlapexco,26,Bajo Pánuco
CDCHD,"Canal del centro, Hgo.",20.454167000000002,-99.231110999999999,0,Hidalgo,Ixmiquilpan,26,Valle de México
CDFHD,"Canal de fuerza, Hgo.",20.452777999999999,-99.230833000000004,0,Hidalgo,Ixmiquilpan,26,Valle de México
CL1HD,"Canal de liga 1 Rojo Gómez a Vicente Aguirre, Hgo.",20.366667,-99.322221999999996,0,Hidalgo,Ixmiquilpan,26,Valle de México
CPEHD,"Canal a Presa Endhó, Hgo.",20.132221999999999,-99.351944000000003,0,Hidalgo,Alfajayucan,26,Valle de México
CSTHD,"Canal Salto Tlamaco, Hgo.",20.037500000000001,-99.222778000000005,0,Hidalgo,Tepetitlán,26,Valle de México
CVAHD,"Canal Vicente Aguirre, Hgo.",20.414166999999999,-99.357500000000002,0,Hidalgo,Atitalaquia,26,Valle de México
ORZHD,"San Felipe Orizatlán, Hgo.",21.166667,-98.599999999999994,2370,Hidalgo,San Felipe Orizatlán,26,Bajo Pánuco
RSTHD,"Río Salado Tablón, Hgo.",20.051110999999999,-99.225278000000003,0,Hidalgo,Atitalaquia,26,Valle de México
RTTHD,"Río Tula Tasquillo, Hgo.",20.576388999999999,-99.342777999999996,0,Hidalgo,Tasquillo,26,Valle de México
AJJJL,"Ajojúcar, Jal.",21.599443999999998,-102.436944,1751,Jalisco,Teocaltiche,12,Río Alto Santiago
ATEJL,"Atemajac, Jal.",20.723056,-102.34,0,Jalisco,Arandas,12,Bajo Lerma
ATQJL,"Atequiza, Jal.",20.397221999999999,-103.091944,1528,Jalisco,Chapala,12,Río Alto Santiago
BCSJL,"Bocas, Jal.",22.406110999999999,-103.72444400000001,1743,Jalisco,Mezquitic,12,Rio Bajo Santiago
BLNJL,"Bolaños, Jal.",21.831666999999999,-103.78277799999999,916,Jalisco,Bolaños,12,Rio Bajo Santiago
BOQJL,"La Boquilla, Jal.",21.058333000000001,-103.397222,0,Jalisco,San Cristóbal de la Barranca,0,Río Alto Santiago
CALJL,"Calerita, Jal.",21.436111,-102.578611,1747,Jalisco,Teocaltiche,0,Río Alto Santiago
CIHJL,"Cihuatlán, Jal.",19.233332999999998,-104.566667,13,Jalisco,Cihuatlán,16,Costa de Jalisco
CORJL,"Corona, Jal.",20.404167000000001,-103.083333,1520,Jalisco,Zapotlán del Rey,0,Bajo Lerma
CULJL,"Cuale, Jal.",20.593333000000001,-105.218333,54,Jalisco,Puerto Vallarta,16,Hucicila
CUNJL,"La Cuña, Jal.",21.133333,-102.84999999999999,1700,Jalisco,Yahualica de González Gallo,12,Río Alto Santiago
CXTJL,"Cuixtla, Jal.",21.066666999999999,-103.45,816,Jalisco,San Cristóbal de la Barranca,12,Río Alto Santiago
ELCJL,"El Corcovado, Jal.",19.845832999999999,-104.28527800000001,898,Jalisco,Autlán de Navarro,12,Río Armería
EXPJL,"La Experiencia, Jal.",20.723333,-103.33499999999999,1550,Jalisco,Guadalajara,12,Alto Lerma
HIGJL,"Higuera Blanca 2, Jal.",19.653888999999999,-105.184444,200,Jalisco,Tomatlán,,Costa de Jalisco
LDMJL,"Lagos de Moreno, Jal.",21.359722000000001,-101.91972199999999,1871,Jalisco,Lagos de Moreno,12,Río Alto Santiago
LGLJL,"La Gloria, Jal.",22.068055999999999,-103.396389,1465,Jalisco,Colotlán,12,Alto Lerma
PAMJL,"Puente Ameca, Jal.",20.550000000000001,-104.05,0,Jalisco,Ameca,0,Río Ameca
PDSJL,"Paso del Sabino, Jal.",21.337222000000001,-102.53277799999999,1699,Jalisco,Teocaltiche,12,Alto Lerma
PINJL,"El Pinito, Jal.",22.600000000000001,-103.916667,1858,Jalisco,Huejuquilla el Alto,12,Rio Bajo Santiago
RAMJL,"Río Ameca, Jal.",20.550000000000001,-104.05,1230,Jalisco,Ameca,15,Río Ameca
RSLJL,"Los Rosillos, Jal.",20.758333,-103.9875,0,Jalisco,San Juanito de Escobedo,14,Río Ameca
SAUJL,"La Sauceda, Jal.",21.350000000000001,-101.84999999999999,1940,Jalisco,Lagos de Moreno,12,Río Alto Santiago
SCRJL,"San Cristóbal 2, Jal.",21.038889000000001,-103.42916700000001,0,Jalisco,San Cristóbal de la Barranca,12,Río Alto Santiago
SGRJL,"San Gaspar de los Reyes, Jal.",21.300000000000001,-102.5,1740,Jalisco,Jalostotitlán,12,Río Alto Santiago
SRSJL,"Manuel M. Diéguez, Jal.",20.908888999999999,-103.705556,730,Jalisco,Amatitán,12,Río Alto Santiago
YESJL,"La Yesca, Jal.",21.193055999999999,-104.090278,420,Jalisco,Hostotipaquillo,16,Rio Bajo Santiago
ZAPJL,"Zapotlanejo, Jal.",20.404167000000001,-103.08750000000001,98,Jalisco,Juanacatlán,0,Bajo Lerma
ZPTJL,"El Zapote, Jal.",22.050000000000001,-103.05,1589,Jalisco,El Plateado de Joaquín Amaro,12,Bajo Lerma
ZULJL,"Zula río, Jal.",20.395278000000001,-102.729444,0,Jalisco,Ocotlán,12,Bajo Lerma
ACLMX,"Puente Atlacomulco, Méx.",19.788889000000001,-99.893056000000001,2496,México,Atlacomulco,0,Alto Lerma
ARBMX,"Las Arboledas, Méx.",19.566666999999999,-99.216667000000001,2280,México,Atizapán de Zaragoza,26,Valle de México
ATEMX,"Atenco, Méx.",19.543610999999999,-98.912222,2248,México,Atenco,26,Valle de México
ATOMX,"Atotonilco 2, Méx.",19.452777999999999,-99.776388999999995,2557,México,Almoloya de Juárez,12,Alto Lerma
ATTMX,"Atotonilco, Méx.",19.443611000000001,-99.773611000000002,2570,México,Almoloya de Juárez,0,Alto Lerma
AURMX,"Canal la Aurora, Méx.",19.638055999999999,-99.250556000000003,0,México,Lázaro Cárdenas,26,Valle de México
CALMX,"Calixtlahuaca, Méx.",19.333333,-99.700000000000003,2635,México,Toluca,12,Alto Lerma
CHPMX,"Chapingo, Méx.",19.483332999999998,-98.884721999999996,2250,México,Texcoco,26,Valle de México
ECDMX,"El Conde, Méx",19.465278000000001,-98.869444000000001,0,México,Texcoco,,Valle de México
EMOMX,"El Molinito Río Hondo, Méx.",19.453610999999999,-99.238332999999997,229,México,Naucalpan de Juárez,26,Valle de México
GDLMX,"Sierra de Guadalupe, Méx.",19.635556000000001,-99.252222000000003,2290,México,Cuautitlán Izcalli,26,Valle de México
GRDMX,"La Grande, Méx.",19.578889,-98.917221999999995,2252,México,Tezoyuca,26,Valle de México
IXCMX,"Ixtlahuaca, Méx.",19.567499999999999,-99.769443999999993,2544,México,Ixtlahuaca,12,Alto Lerma
K26MX,"km 0 + 262, Méx.",19.659721999999999,-99.951943999999997,0,México,San Felipe del Progreso,0,Alto Lerma
K27MX,"km 27+250, Méx.",19.633333,-99.049999999999997,2250,México,Ecatepec de Morelos,26,Valle de México
LAYMX,"La Y, Méx.",19.404444000000002,-99.593889000000004,2576,México,Otzolotepec,12,Alto Lerma
LLOMX,"La Loma, Méx.",19.288333000000002,-99.556667000000004,0,México,Toluca,,Alto Lerma
MBLMX,"Molino Blanco, Méx.",19.477778000000001,-99.220832999999999,2326,México,Naucalpan de Juárez,26,Valle de México
MLTMX,"Miltepec, Méx",19.311388999999998,-99.647221999999999,0,México,Toluca,,Alto Lerma
NTQMX,"Nuevo túnel de Tequixquiac, Méx",19.611667000000001,-99.151944,0,México,Tultitlán,,Valle de México
OBSMX,"San Martín Obispo, Méx.",19.616667,-99.193611000000004,2253,México,Cuautitlán Izcalli,26,Valle de México
PCGMX,"Puente Colgante, Méx.",19.743055999999999,-99.181944000000001,2254,México,Teoloyucan,26,Valle de México
PMEMX,"Puente Mextepec, Méx.",19.654444000000002,-99.948888999999994,0,México,San Felipe del Progreso,0,Alto Lerma
PPBMX,"Planta Potabilizadora Madín, Méx.",19.465555999999999,-99.267499999999998,0,México,Naucalpan de Juárez,26,Valle de México
PTCMX,"Puente Carretero, Méx",19.283611000000001,-99.521944000000005,2577,México,San Mateo Atenco,12,Alto Lerma
SADMX,"San Andrés, Méx.",19.530556000000001,-98.911111000000005,2268,México,Texcoco,26,Valle de México
SB2MX,"San Bernabe, Méx",19.465555999999999,-99.703889000000004,2571,México,Temoaya,12,Alto Lerma
SBBMX,"José Antonio Alzate, Méx.",19.465833,-99.704722000000004,2571,México,Temoaya,12,Alto Lerma
SLAMX,"San Luis Ameca, Méx.",19.190277999999999,-98.870833000000005,2279,México,Temamatla,26,Valle de México
SMLMX,"Santa María del Llano, Méx.",19.633333,-99.799999999999997,2618,México,Ixtlahuaca,12,Alto Lerma
SNLMX,"San Lucas, Méx.",19.644722000000002,-98.858610999999996,2240,México,Acolman,26,Valle de México
TBRMX,"Tres Barrancas, Méx.",19.343056000000001,-99.799166999999997,2682,México,Almoloya de Juárez,12,Alto Lerma
TESMX,"Texcaltitlán, Méx.",18.931388999999999,-99.935833000000002,2383,México,Texcaltitlán,12,Medio Balsas
TJCMX,"El Tejocote, Méx.",19.856943999999999,-99.905277999999996,2449,México,Atlacomulco,26,Valle de México
TMCMX,"Temascalcingo, Méx",19.904444000000002,-100.023056,0,México,Temascalcingo,,Alto Lerma
TROMX,"Trojes, Méx.",19.429167,-99.612499999999997,2577,México,Temoaya,12,Medio Balsas
TTLMX,"Totolica hidrométrica, Méx.",19.452500000000001,-99.283056000000002,2325,México,Naucalpan de Juárez,26,Valle de México
TTQMX,"Tajo de Tequixquiac, Méx",19.904722,-99.123889000000005,2229,México,Tequixquiac,2,Valle de México
VDCMX,"Vaso de Cristo, Méx.",19.510278,-99.211667000000006,2263,México,Tlalnepantla de Baz,26,Valle de México
ADJMC,"Adjuntas, Mich.",17.968610999999999,-102.195556,0,Michoacán de Ocampo,Guadalajara,,Bajo Lerma
ADUMC,"Adjuntas, Mich.",20.231389,-101.98999999999999,1630,Michoacán de Ocampo,Numarán,12,Bajo Lerma
ANGMC,"Angamacutiro, Mich. SMN*",20.125556,-101.72277800000001,1949,Michoacán de Ocampo,Angamacutiro,,Medio Lerma
CAMMC,"Camécuaro, Mich.",19.916667,-102.21250000000001,93,Michoacán de Ocampo,Tangancícuaro,0,Bajo Lerma
CBLMC,"Casa Blanca, Mich.",20.324166999999999,-101.461389,1694,Michoacán de Ocampo,José Sixto Verduzco,12,Medio Lerma
CHAMC,"Chaparaco, Mich.",19.973610999999998,-102.265278,159,Michoacán de Ocampo,Zamora,12,Bajo Lerma
CMNMC,"Caimanera, Mich.",18.5,-100.90000000000001,234,Michoacán de Ocampo,Huetamo,18,Medio Balsas
CORMC,"Corrales, Mich.",20.207222000000002,-101.861667,1693,Michoacán de Ocampo,Penjamillo,12,Bajo Lerma
EGIMC,"El Gigante, Mich.",19.966667000000001,-100.45,1961,Michoacán de Ocampo,Maravatío,12,Alto Lerma
ESTMC,"La Estanzuela, Mich.",20.116667,-102.370833,1551,Michoacán de Ocampo,Ixtlán,0,Alto Lerma
LCAMC,"La Calera, Mich.",18.429167,-100.99722199999999,0,Michoacán de Ocampo,Zirándaro,0,Medio Balsas
LPDMC,"La Piedad, Mich.",20.354444000000001,-102.00444400000001,1672,Michoacán de Ocampo,La Piedad,12,Bajo Lerma
LPNMC,"Los Panches, Mich.",18.848610999999998,-102.13333299999999,207,Michoacán de Ocampo,La Huacana,18,Bajo Balsas (Tepalcatepec)
LPSMC,"La Pastoría, Mich.",18.800000000000001,-102.2,221,Michoacán de Ocampo,La Huacana,18,Bajo Balsas (Tepalcatepec)
LPZMC,"Los Pinzanes, Mich.",18.800000000000001,-101.2,199,Michoacán de Ocampo,Huetamo,18,Bajo Balsas (Tepalcatepec)
RCEMC,"Río Celio, Mich.",19.972221999999999,-102.295,1568,Michoacán de Ocampo,Zamora,12,Bajo Lerma
SCRMC,"San Cristóbal, Mich.",20.208333,-102.46472199999999,1561,Michoacán de Ocampo,Vista Hermosa,12,Bajo Lerma
TLAMC,"Río Tlazazalca, Mich.",19.970278,-102.05972199999999,1797,Michoacán de Ocampo,Tlazazalca,12,Bajo Lerma
VJIMC,"Villa Jiménez, Mich.",19.550000000000001,-101.45,1980,Michoacán de Ocampo,Huiramba,12,Alto Lerma
YURMC,"Yurécuaro, Mich.",20.339444,-102.242222,1537,Michoacán de Ocampo,Ayotlán,12,Bajo Lerma
ALUMR,"Alpuyeca, Mor.",18.734722000000001,-99.258055999999996,1041,Morelos,Xochitepec,18,Medio Balsas
AMCMR,"Amacuzac, Mor.",18.596111000000001,-99.376943999999995,911,Morelos,Amacuzac,18,Medio Balsas
CRDMR,"Canal Rodeo, Mor.",18.764444000000001,-99.331943999999993,1088,Morelos,Miacatlán,18,Medio Balsas
CUAMR,"Cuautla, Mor.",18.808610999999999,-98.948888999999994,1303,Morelos,Cuautla,18,Medio Balsas
CXXMR,"Canal Xoxocotla, Mor.",18.734999999999999,-99.258332999999993,1018,Morelos,Xochitepec,18,Bajo Balsas (Tepalcatepec)
ESTMR,"Las Estacas, Mor.",18.725000000000001,-98.112499999999997,1130,Morelos,Tlaltizapán de Zapata,18,Alto Balsas
LCUMR,"La Cuera, Mor.",18.683610999999999,-98.914444000000003,1186,Morelos,Ayala,18,Medio Balsas
PERMR,"Canal Perritos, Mor.",18.784167,-99.315278000000006,1099,Morelos,Miacatlán,18,Medio Balsas
TEMMR,"Temixco, Mor.",18.856943999999999,-99.223611000000005,1265,Morelos,Jiutepec,18,Medio Balsas
TICMR,"Ticumán, Mor.",18.794167000000002,-99.103888999999995,988,Morelos,Tlaltizapán de Zapata,18,Medio Balsas
TTAMR,"Tetlama, Mor.",18.833333,-99.278333000000003,1208,Morelos,Temixco,0,Medio Balsas
XICMR,"Xicatlacotla, Mor.",18.528888999999999,-99.190278000000006,814,Morelos,Tlaquiltenango,18,Medio Balsas
YAHMR,"Yautepec, Mor.",18.899166999999998,-99.050556,1244,Morelos,Yautepec,18,Medio Balsas
ZCTMR,"Observatorio de Zacatepec, Mor.",18.651389000000002,-99.196667000000005,932,Morelos,Zacatepec,18,Medio Balsas
ACANR,"Acaponeta, Nay.",22.489999999999998,-105.354167,52,Nayarit,Acaponeta,11,Presidio San Pedro
CAINR,"El Caimán, Nay.",21.201388999999999,-104.080556,0,Nayarit,La Yesca,12,Rio Bajo Santiago
CAPNR,"Capomal, Nay.",21.831111,-105.1125,13,Nayarit,Santiago Ixcuintla,12,Rio Bajo Santiago
CHPNR,"Chapalagana, Nay.",21.944167,-104.5,320,Nayarit,Del Nayar,12,Rio Bajo Santiago
GAVNR,"Gaviotas, Nay.",20.889721999999999,-105.136667,56,Nayarit,Bahía de Banderas,14,Río Ameca
JMANR,"Jesús María, Nay.",22.250833,-104.516944,960,Nayarit,Del Nayar,12,Rio Bajo Santiago
LESNR,"La Estancia, Nay.",22.558333000000001,-105.341667,90,Nayarit,Acaponeta,12,Presidio San Pedro
MOLNR,"Mololoa, Nay.",21.516110999999999,-104.88972200000001,620,Nayarit,Tepic,12,Rio Bajo Santiago
PAJNR,"Pajaritos, Nay.",22.377777999999999,-105.020833,245,Nayarit,Del Nayar,11,San Pedro - Rosa Morada
ROMNR,"Rosamorada, Nay.",22.119721999999999,-105.21166700000001,30,Nayarit,Rosamorada,12,San Pedro - Rosa Morada
RUINR,"Ruiz, Nay.",21.958333,-105.1425,24,Nayarit,Ruiz,11,San Pedro - Rosa Morada
ADJNL,"Las Adjuntas, N.L.",24.883333,-99.680555999999996,385,Nuevo León,Hualahuises,25,San Fernando
ALDNL,"Los Aldamas, N.L.",26.023610999999999,-99.195832999999993,288,Nuevo León,Doctor Coss,24,Río San Juan
ARNNL,"Arenal, N.L.",25.813889,-98.974999999999994,335,Nuevo León,General Bravo,24,Río San Juan
BOCNL,"La Boca, N.L.",25.425833000000001,-100.145833,515,Nuevo León,Santiago,24,Río San Juan
CABNL,"Cabezones, N.L.",24.989999999999998,-99.743888999999996,480,Nuevo León,Montemorelos,25,San Fernando
CAMNL,"Camacho, N.L.",24.871943999999999,-99.578889000000004,350,Nuevo León,Linares,25,San Fernando
CDFNL,"Ciénega de Flores, N.L.",25.952221999999999,-100.172222,380,Nuevo León,Ciénega de Flores,24,Río San Juan
