COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 01/05/2026 

DATOS DISPONIBLES EN LA BASE DE DATOS A: MAY DE 2026; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 13087 
 NOMBRE    : SAN CRISTOBAL 
 ESTADO    : HIDALGO 
 MUNICIPIO : METZTITLÁN 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 20.64138889 ° 
 LONGITUD  : -98.82861111 ° 
 ALTITUD   : 1300 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1954-04-01	0	7.08	27.5	19
1954-04-02	0	8.72	26.5	17.5
1954-04-03	0	11.48	27	14.5
1954-04-04	0	8.73	33	16
1954-04-05	0	10.39	32.5	15.5
1954-04-06	0	8.34	35	16
1954-04-07	0	3.97	34.5	16
1954-04-08	0	7.38	29	17
1954-04-09	0	5.46	29	18
1954-04-10	4	11.24	30	15.2
1954-04-11	0	6.1	28.5	15.5
1954-04-12	0	4.56	25	15
1954-04-13	0	4.95	26	14
1954-04-14	26	4.95	29	15
1954-04-15	0	4.95	32.5	16.5
1954-04-16	18.5	4.95	24.5	18
1954-04-17	0	4.95	23	12.8
1954-04-18	0	4.95	27	10
1954-04-19	0	4.95	31	12
1954-04-20	0	4.95	26.5	13
1954-04-21	0	4.95	27	15
1954-04-22	0	4.95	27	16
1954-04-23	0	4.95	27	17.5
1954-04-24	0	4.95	27.5	17.5
1954-04-25	0	4.95	28.2	18
1954-04-26	0	4.95	32	19
1954-04-27	0	4.95	31.5	17.5
1954-04-28	0	4.95	33	19
1954-04-29	0	4.95	35.5	19
1954-04-30	0	4.95	NULO	NULO
1954-05-01	0	9.2	37	19.5
1954-05-02	0	9.3	35	19.5
1954-05-03	0	9.46	25	20.5
1954-05-04	0	7.06	27	12
1954-05-05	0	10.35	32.2	15
1954-05-06	0	10.1	32.5	17
1954-05-07	0	8.88	34	17
1954-05-08	0	8.2	28	18
1954-05-09	0	9.49	31.5	16
1954-05-10	0	9.71	32	15
1954-05-11	0	10.4	35	17.5
1954-05-12	0	9.11	35	19
1954-05-13	0	8.18	29.5	14
1954-05-14	0	9.04	29	16.8
1954-05-15	0	7.47	31	17
1954-05-16	0	9.56	31	17
1954-05-17	0	7.59	32	18
1954-05-18	0	9.72	34	18
1954-05-19	0	8.26	30	19
1954-05-20	0	7.94	31	17
1954-05-21	0	8.14	31	16.5
1954-05-22	0	6.44	30	18.6
1954-05-23	26	9.3	31.5	19
1954-05-24	0	6.65	28	17
1954-05-25	0	8.2	28	15
1954-05-26	19	8.08	32	16.5
1954-05-27	0	6.03	32	17
1954-05-28	0	3.75	31	19
1954-05-29	0	10.31	32.5	16
1954-05-30	0	6.66	31	15.5
1954-05-31	0	10.7	35.5	18
1954-06-01	0	8.98	34	18.3
1954-06-02	0	10.05	35.5	17
1954-06-03	0	8.49	33	17.5
