COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 01/05/2026 

DATOS DISPONIBLES EN LA BASE DE DATOS A: MAY DE 2026; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 30365 
 NOMBRE    : ZACUALPAN 
 ESTADO    : VERACRUZ DE IGNACIO DE LA LLAVE 
 MUNICIPIO : ZACUALPAN 
 SITUACIÓN : SUSPENDIDA 
 CVE-OMM   :   
 LATITUD   : 20.43055556 ° 
 LONGITUD  : -98.35277778 ° 
 ALTITUD   : 1625 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1982-06-17	0	NULO	NULO	NULO
1984-06-18	13.1	NULO	20	13.5
1984-06-19	17.3	NULO	21.5	10.5
1984-06-20	24.2	NULO	21.5	11.5
1984-06-21	12.2	NULO	21.5	14.5
1984-06-22	7.9	NULO	23.5	13.5
1984-06-23	2.8	NULO	22	14
1984-06-24	0.01	NULO	23	12.5
1984-06-25	0.01	NULO	21.5	10.5
1984-06-26	0	NULO	23.5	12
1984-06-27	0	NULO	23.5	12.5
1984-06-28	0	NULO	23.5	13.5
1984-06-29	2.6	NULO	25.5	12.5
1984-06-30	19	NULO	24.5	13.5
1984-07-01	22	NULO	21.5	11.5
1984-07-02	29.5	NULO	20.5	12.5
1984-07-03	16	NULO	20.5	13.5
1984-07-04	34.8	NULO	20.5	13
1984-07-05	9.9	NULO	20.5	13.5
1984-07-06	1.6	NULO	19.5	11.5
1984-07-07	53.4	NULO	18.5	10
1984-07-08	14	NULO	20.5	14
1984-07-09	29.7	NULO	19.5	12.5
1984-07-10	15.5	NULO	18.5	13.5
1984-07-11	53.7	NULO	19.5	14
1984-07-12	42	NULO	18.5	12.5
1984-07-13	18.5	NULO	16.5	13.5
1984-07-14	6.9	NULO	17.5	13
1984-07-15	0.01	NULO	18.5	14.5
1984-07-16	0.8	NULO	21.5	10.5
1984-07-17	0.01	NULO	20	13.5
1984-07-18	4.9	NULO	21.5	11.5
1984-07-19	1	NULO	22	11.5
1984-07-20	3.6	NULO	22	11.5
1984-07-21	2.5	NULO	24	11.5
1984-07-22	0	NULO	23.5	8
1984-07-23	0	NULO	25	10.5
1984-07-24	0	NULO	28	7
1984-07-25	0	NULO	24	10
1984-07-26	15	NULO	26.5	6
1984-07-27	25.5	NULO	24	8
1984-07-28	2.5	NULO	27.5	11
1984-07-29	30	NULO	25	7.5
1984-07-30	45	NULO	27	9
1984-07-31	35	NULO	26	7
1984-08-01	0	NULO	25	13
1984-08-02	54	NULO	27.5	11
1984-08-03	0	NULO	24	9
1984-08-04	0.01	NULO	28	7
1984-08-05	20.5	NULO	25	11
1984-08-06	15	NULO	27.5	9
1984-08-07	30.5	NULO	24.5	12.5
1984-08-08	0	NULO	28	8
1984-08-09	0	NULO	25	11
1984-08-10	0	NULO	27	13
1984-08-11	0	NULO	24.5	9
1984-08-12	0	NULO	27.5	7.5
1984-08-13	25	NULO	26	10
1984-08-14	37	NULO	25	12.5
1984-08-15	18.3	NULO	20.5	9
1984-08-16	14.9	NULO	22.5	8.5
1984-08-17	6.3	NULO	21	10
1984-08-18	1.6	NULO	21	13
1984-08-19	0.01	NULO	22	12
1984-08-20	0.01	NULO	23	10
1984-08-21	25.8	NULO	21.5	12.5
1984-08-22	44.6	NULO	17	12.5
1984-08-23	20	NULO	18.5	11.5
1984-08-24	2.6	NULO	22	14
1984-08-25	28.4	NULO	20	12.5
1984-08-26	32.7	NULO	19.5	10.5
1984-08-27	51.2	NULO	18.5	14
1984-08-28	28	NULO	21	12
1984-08-29	0.01	NULO	21.5	11.5
1984-08-30	0.01	NULO	22	11.5
1984-08-31	8.2	NULO	22.5	11
1984-09-01	0.01	NULO	21	11.5
1984-09-02	1.9	NULO	23	10.5
1984-09-03	22.4	NULO	21.5	13.5
1984-09-04	82.5	NULO	18.5	15
1984-09-05	38.7	NULO	16.5	14
1984-09-06	36.8	NULO	17	13
1984-09-07	23.9	NULO	17.5	14.5
1984-09-08	23.7	NULO	19.5	14.5
1984-09-09	0.6	NULO	19	13.5
1984-09-10	1.5	NULO	18.5	13
1984-09-11	19.5	NULO	18	12.5
1984-09-12	116.7	NULO	17	13.5
1984-09-13	31.3	NULO	16	11.5
1984-09-14	52.2	NULO	17.5	12.5
1984-09-15	17.3	NULO	16.5	13.5
1984-09-16	30.5	NULO	14.5	13
1984-09-17	6.2	NULO	15.5	12.5
1984-09-18	6.1	NULO	16	12
1984-09-19	0.01	NULO	17	12
1984-09-20	0.2	NULO	18.5	8.5
1984-09-21	1.7	NULO	19	10.5
1984-09-22	2.3	NULO	18.5	12
1984-09-23	16.4	NULO	23	13.5
1984-09-24	9.7	NULO	22.5	12.5
1984-09-25	20	NULO	20.5	15.5
1984-09-26	12.5	NULO	19.5	12.5
1984-09-27	1	NULO	20	12
1984-09-28	10.2	NULO	18.5	9.5
1984-09-29	28.5	NULO	19	12
1984-09-30	7.8	NULO	18	11
1984-10-01	9.9	NULO	16.5	11.5
1984-10-02	2.4	NULO	18.5	12
1984-10-03	2.3	NULO	16.5	12.5
1984-10-04	0.01	NULO	21	10
1984-10-05	0.01	NULO	22.5	10.5
1984-10-06	0.01	NULO	20.5	11.5
1984-10-07	0.01	NULO	21	12
1984-10-08	0.2	NULO	19.5	12.5
1984-10-09	0.1	NULO	21.5	11.5
1984-10-10	0.3	NULO	20.5	10
1984-10-11	0.1	NULO	21	10.5
1984-10-12	0.4	NULO	19.5	9.5
1984-10-13	0.01	NULO	20.5	10
1984-10-14	0	NULO	24.5	11.5
1984-10-15	0	NULO	28	15.5
1984-10-16	0	NULO	28.5	16.5
1984-10-17	0	NULO	22.5	15.5
1984-10-18	0	NULO	27.5	15
1984-10-19	0	NULO	24	14
1984-10-20	0	NULO	25.5	12.5
1984-10-21	0	NULO	26.5	16
1984-10-22	0	NULO	26	15.5
1984-10-23	31.5	NULO	23.5	15
1984-10-24	0.01	NULO	23	14
1984-10-25	0.1	NULO	21.5	13.5
1984-10-26	5.3	NULO	20	14
1984-10-27	0.01	NULO	20.5	11
1984-10-28	0	NULO	22.5	9.5
1984-10-29	7.4	NULO	19	13
1984-10-30	16.5	NULO	18	14
1984-10-31	2.7	NULO	19.5	13.5
1984-11-01	0.01	NULO	21.5	12.5
1984-11-02	2.4	NULO	20	12
1984-11-03	0	NULO	25.5	9.5
1984-11-04	0.01	NULO	25	11.5
1984-11-05	0	NULO	19.5	10.5
1984-11-06	0.2	NULO	18	9.5
1984-11-07	0	NULO	19.5	8
1984-11-08	0	NULO	23	7.5
1984-11-09	0	NULO	24.5	7
1984-11-10	0	NULO	24	8.5
1984-11-11	0.01	NULO	19.5	7
1984-11-12	1.2	NULO	19	8.5
1984-11-13	3.4	NULO	23.5	8
1984-11-14	0	NULO	22	9
1984-11-15	0.01	NULO	19.5	9.5
1984-11-16	0	NULO	22	6.5
1984-11-17	0	NULO	20.5	6
1984-11-18	6.3	NULO	21	10.5
1984-11-19	9.6	NULO	22.5	7.5
1984-11-20	12.2	NULO	23.5	8
1984-11-21	6.7	NULO	22.5	7.5
1984-11-22	11.1	NULO	11	7
1984-11-23	0.01	NULO	16.5	5.5
1984-11-24	0	NULO	17	4.5
1984-11-25	0	NULO	22.5	12
1984-11-26	6.3	NULO	22	8.5
1984-11-27	0	NULO	23	3
1984-11-28	0	NULO	23.5	3.5
1984-11-29	2.7	NULO	26.5	7
1984-11-30	0	NULO	24.5	7.5
1984-12-01	0	NULO	21.5	4
1984-12-02	0	NULO	22	9.5
1984-12-03	3.7	NULO	22.5	8.5
1984-12-04	0	NULO	20	11
1984-12-05	4.3	NULO	17.5	10
1984-12-06	0	NULO	18.5	3.5
1984-12-07	0	NULO	19	3
1984-12-08	0	NULO	18	5
1984-12-09	0	NULO	17	4.5
1984-12-10	0	NULO	18.5	2
1984-12-11	0	NULO	20.5	2.5
1984-12-12	0	NULO	22.5	5.5
1984-12-13	0	NULO	23	9
1984-12-14	0	NULO	24.5	8
1984-12-15	0	NULO	21.5	9.5
1984-12-16	1.2	NULO	19	8.5
1984-12-17	0	NULO	18	11.5
1984-12-18	3.2	NULO	18.5	7.5
1984-12-19	0	NULO	18	8
1984-12-20	0	NULO	24	6.5
1984-12-21	0	NULO	23.5	8.5
1984-12-22	0	NULO	23	7.5
1984-12-23	0	NULO	19	7.5
1984-12-24	0	NULO	19.5	5.5
1984-12-25	10.6	NULO	19	5
1984-12-26	3.6	NULO	17	5
1984-12-27	1.8	NULO	17.5	6.5
1984-12-28	0	NULO	17.5	7
1984-12-29	0	NULO	18	6.5
1984-12-30	1.4	NULO	17.5	6
1984-12-31	2.6	NULO	17	5.5
1985-01-01	0.01	NULO	18	4.5
1985-01-02	0	NULO	15.5	6
1985-01-03	0	NULO	16.5	2
1985-01-04	0	NULO	13	-3
1985-01-05	0.2	NULO	17.5	-2.5
1985-01-06	0	NULO	18.5	2.5
1985-01-07	1.6	NULO	18	3
1985-01-08	0.01	NULO	18.5	2.5
1985-01-09	0	NULO	19	4
1985-01-10	0	NULO	18.5	6.5
1985-01-11	2.4	NULO	21.5	8.5
1985-01-12	4.8	NULO	11	5
1985-01-13	0	NULO	17.5	4
1985-01-14	0	NULO	17	6.5
1985-01-15	2.3	NULO	18.5	4
1985-01-16	0	NULO	23	5
1985-01-17	0	NULO	23.5	3.5
1985-01-18	0	NULO	19	4
1985-01-19	0.01	NULO	18	5
1985-01-20	1.2	NULO	16	7.5
1985-01-21	1.6	NULO	8	2
1985-01-22	0	NULO	15.5	2
1985-01-23	0	NULO	22	2.5
1985-01-24	0	NULO	22.5	6
1985-01-25	0.1	NULO	21.5	6.5
1985-01-26	0	NULO	19	7
1985-01-27	0	NULO	25.5	9.5
1985-01-28	0	NULO	21.5	8.5
1985-01-29	0	NULO	23.5	8.5
1985-01-30	0	NULO	23	9.5
1985-01-31	0	NULO	22.5	8
1985-02-01	0	NULO	25	9
1985-02-02	0	NULO	26.5	3.5
1985-02-03	0	NULO	23	4.5
1985-02-04	0	NULO	25	4.5
1985-02-05	0	NULO	28	5
1985-02-06	0	NULO	19.5	10.5
1985-02-07	2.4	NULO	16.5	0
1985-02-08	1.7	NULO	15.5	3
1985-02-09	0	NULO	20.5	4.5
1985-02-10	0	NULO	24.5	5
1985-02-11	8	NULO	13	5.5
1985-02-12	0	NULO	9	1.5
1985-02-13	0	NULO	17	2
1985-02-14	3	NULO	13	4
1985-02-15	0	NULO	14.5	7
1985-02-16	0	NULO	17	5
1985-02-17	0	NULO	21.5	2
1985-02-18	0	NULO	18.5	9.5
1985-02-19	0	NULO	18	10
1985-02-20	0	NULO	18.5	10
1985-02-21	0	NULO	21.5	10.5
1985-02-22	0	NULO	20.5	10
1985-02-23	0	NULO	22	9
1985-02-24	3.2	NULO	20.5	9.5
1985-02-25	11.4	NULO	21.5	9
1985-02-26	0	NULO	16	9.5
1985-02-27	8.1	NULO	16	10
1985-02-28	0	NULO	17.5	10.5
1985-03-01	0	NULO	23	4.5
1985-03-02	0	NULO	22.5	6.5
1985-03-03	0	NULO	23.5	6
1985-03-04	0	NULO	26	7
1985-03-05	10.7	NULO	23.5	12
1985-03-06	3.9	NULO	23	11
1985-03-07	0	NULO	18	11
1985-03-08	4.8	NULO	17	9
1985-03-09	0	NULO	24.5	8
1985-03-10	0	NULO	22.5	9.5
1985-03-11	0	NULO	20.5	9
1985-03-12	2.7	NULO	22	8
1985-03-13	3.2	NULO	24.5	8
1985-03-14	14.4	NULO	24	9
1985-03-15	0	NULO	24.5	8.5
1985-03-16	6.2	NULO	23.5	9.5
1985-03-17	2.4	NULO	22	8.5
1985-03-18	0.8	NULO	26.5	8
1985-03-19	0	NULO	23	9
1985-03-20	0	NULO	22	7.5
1985-03-21	0	NULO	24	7
1985-03-22	0	NULO	23	8
1985-03-23	0	NULO	22.5	8.5
1985-03-24	0	NULO	21	9.5
1985-03-25	0	NULO	22.5	10
1985-03-26	0	NULO	22	12
1985-03-27	0	NULO	23	11.5
1985-03-28	0	NULO	24.5	12
1985-03-29	0	NULO	27.5	12
1985-03-30	1.2	NULO	27	14.5
1985-03-31	0	NULO	24	7
1985-04-01	0	NULO	25.5	13
1985-04-02	16.9	NULO	22.5	13.5
1985-04-03	0	NULO	21	13
1985-04-04	0	NULO	17.5	10.5
1985-04-05	0	NULO	21.5	10
1985-04-06	0	NULO	22.5	12
1985-04-07	0	NULO	24.5	13
1985-04-08	0	NULO	25	13.5
1985-04-09	0	NULO	24.5	13
1985-04-10	0	NULO	23.5	11
1985-04-11	0	NULO	27	11.5
1985-04-12	0	NULO	28.5	12.5
1985-04-13	0	NULO	29.5	12
1985-04-14	0	NULO	26.5	13
1985-04-15	0	NULO	27	15.5
1985-04-16	0	NULO	24	15
1985-04-17	13.3	NULO	22	14.5
1985-04-18	10.1	NULO	23.5	12.5
1985-04-19	0	NULO	24	13.5
1985-04-20	0.3	NULO	26.5	15
1985-04-21	0	NULO	27.5	14.5
1985-04-22	0	NULO	26.5	15
1985-04-23	0	NULO	27.5	14
1985-04-24	0	NULO	24.5	12.5
1985-04-25	0	NULO	25	12.5
1985-04-26	0	NULO	26.5	13
1985-04-27	0	NULO	26	14
1985-04-28	0	NULO	27.5	13.5
1985-04-29	0	NULO	28	13
1985-04-30	0	NULO	27	13.5
1985-06-01	0	NULO	26	9
1985-06-02	0	NULO	27	8.5
1985-06-03	3.4	NULO	26.5	10.5
1985-06-04	0	NULO	23	10
1985-06-05	20	NULO	27	15
1985-06-06	15.6	NULO	27.5	16
1985-06-07	0	NULO	22	15.5
1985-06-08	0	NULO	23.5	10.5
1985-06-09	0	NULO	25.5	11.5
1985-06-10	0	NULO	26	13.5
1985-06-11	0	NULO	27.5	14.5
1985-06-12	2.3	NULO	26	15
1985-06-13	47.2	NULO	27	14
1985-06-14	1.2	NULO	21	14.5
1985-06-15	3.3	NULO	22	13
1985-06-16	3.4	NULO	21	13
1985-06-17	19.3	NULO	22.5	12.5
1985-06-18	14.5	NULO	22	13
1985-06-19	19.9	NULO	19.5	15
1985-06-20	27.7	NULO	20.5	14.5
1985-06-21	0	NULO	23	15
1985-06-22	54.3	NULO	21.5	14.5
1985-06-23	0	NULO	21	14
1985-06-24	3.2	NULO	23	14
1985-06-25	4.1	NULO	21.5	14.5
1985-06-26	12.2	NULO	23	12.5
1985-06-27	25.7	NULO	22.5	13
1985-06-28	44.3	NULO	19	12.5
1985-06-29	27.6	NULO	16	14
1985-06-30	4.1	NULO	17	12
1985-07-01	0	NULO	17.5	12
1985-07-02	4.1	NULO	17	11.5
1985-07-03	0	NULO	21	11
1985-07-04	28.5	NULO	24	12.5
1985-07-05	3.4	NULO	23	13
1985-07-06	2.8	NULO	22.5	13
1985-07-07	8.6	NULO	21.5	11
1985-07-08	0	NULO	20	10.5
1985-07-09	0	NULO	24	10
1985-07-10	0	NULO	23.5	10.5
1985-07-11	0	NULO	22.5	9.5
1985-07-12	5.4	NULO	22	12.5
1985-07-13	13.7	NULO	19.5	11.5
1985-07-14	98.4	NULO	19	12.5
1985-07-15	82.3	NULO	19.5	12.5
1985-07-16	28.7	NULO	20.5	12
1985-07-17	0	NULO	21.5	11.5
1985-07-18	0	NULO	22	11
1985-07-19	1.2	NULO	23	13
1985-07-20	1.8	NULO	20.5	11.5
1985-07-21	4	NULO	22.5	12.5
1985-07-22	0	NULO	21	14.5
1985-07-23	16.6	NULO	21.5	15
1985-07-24	10.4	NULO	23	13.5
1985-07-25	20.1	NULO	22.5	15
1985-07-26	0	NULO	21.5	12.5
1985-07-27	3.9	NULO	20.5	12
1985-07-28	11.2	NULO	20.5	12.5
1985-07-29	41.4	NULO	20	11
1985-07-30	53.6	NULO	18	14.5
1985-07-31	13.8	NULO	21	15
1985-08-01	12.8	NULO	21.5	10
1985-08-02	7.4	NULO	22	12.5
1985-08-03	4.1	NULO	21.5	11.5
1985-08-04	0	NULO	21	11
1985-08-05	0	NULO	22	12
1985-08-06	0	NULO	21	11.5
1985-08-07	0	NULO	23.5	11
1985-08-08	0	NULO	23	12
1985-08-09	0	NULO	22	12.5
1985-08-10	0	NULO	22	13.5
1985-08-11	2.8	NULO	22.5	13
1985-08-12	0	NULO	23.5	12.5
1985-08-13	0	NULO	21.5	12.5
1985-08-14	0	NULO	24.5	13
1985-08-15	40.9	NULO	22	13
1985-08-16	2.3	NULO	21.5	14.5
1985-08-17	25.4	NULO	23	13.5
1985-08-18	5.4	NULO	22.5	12
1985-08-19	0	NULO	22.5	12
1985-08-20	4.2	NULO	22	11
1985-08-21	45.9	NULO	20.5	10.5
1985-08-22	19.5	NULO	22.5	11.5
1985-08-23	35.5	NULO	18.5	13
1985-08-24	38.1	NULO	19	13.5
1985-08-25	4.2	NULO	20.5	13
1985-08-26	9.3	NULO	20	12
1985-08-27	18.1	NULO	18.5	12.5
1985-08-28	31.2	NULO	20	13
1985-08-29	11.2	NULO	20.5	13.5
1985-08-30	12.6	NULO	20.5	12.5
1985-08-31	0	NULO	22.5	12
1985-09-01	0	NULO	23.5	10
1985-09-02	0	NULO	24.5	13.5
1985-09-03	0	NULO	25	13.5
1985-09-04	0	NULO	26.5	14.5
1985-09-05	3.1	NULO	26.5	16
1985-09-06	14	NULO	21	15
1985-09-07	6.9	NULO	20.5	12
1985-09-08	0	NULO	22.5	10.5
1985-09-09	7.3	NULO	24	11
1985-09-10	3.8	NULO	22	12.5
1985-09-11	21.6	NULO	24.5	13.5
1985-09-12	2.1	NULO	20	14.5
1985-09-13	29.2	NULO	20.5	11
1985-09-14	34.6	NULO	19	10.5
1985-09-15	11.1	NULO	19.5	8.5
1985-09-16	3.2	NULO	20.5	10
1985-09-17	0	NULO	21	10.5
1985-09-18	0	NULO	22	11.5
1985-09-19	1.2	NULO	19.5	12.5
1985-09-20	32.7	NULO	22.5	10.5
1985-09-21	0	NULO	23.5	11
1985-09-22	2	NULO	22.5	13
1985-09-23	0	NULO	21.5	12.5
1985-09-24	0	NULO	23.5	11.5
1985-09-25	0	NULO	24.5	11.5
1985-09-26	0	NULO	21	12
1985-09-27	11.8	NULO	22	11
1985-09-28	0	NULO	22.5	12
1985-09-29	14.8	NULO	19	13
1985-09-30	7.3	NULO	20	8.5
1985-10-01	12.8	NULO	19	8
1985-10-02	11.9	NULO	19.5	8
1985-10-03	0	NULO	21	9
1985-10-04	63.6	NULO	20	10.5
1985-10-05	2.1	NULO	21.5	12.5
1985-10-06	24.9	NULO	23	12.5
1985-10-07	0	NULO	23	13
1985-10-08	0	NULO	24	12
1985-10-09	0	NULO	23.5	13.5
1985-10-10	0	NULO	21.5	13.5
1985-10-11	2.9	NULO	22.5	10.5
1985-10-12	0	NULO	22.5	9.5
1985-10-13	0	NULO	23	12.5
1985-10-14	0	NULO	22	11.5
1985-10-15	3.4	NULO	22	12.5
1985-10-16	10.8	NULO	21.5	10.5
1985-10-17	3.3	NULO	20.5	9.5
1985-10-18	6.9	NULO	22.5	9.5
1985-10-19	4.8	NULO	22.5	10
1985-10-20	0	NULO	23	10.5
1985-10-21	0	NULO	23	11.5
1985-10-22	3.2	NULO	21.5	10
1985-10-23	14.8	NULO	21	10.5
1985-10-24	6.9	NULO	20.5	9
1985-10-25	0	NULO	22	9.5
1985-10-26	0	NULO	21.5	10
1985-10-27	0	NULO	20.5	7.5
1985-10-28	0	NULO	22	9.5
1985-10-29	0	NULO	21.5	10
1985-10-30	0	NULO	22.5	11
1985-10-31	0	NULO	24.5	13.5
1985-11-01	0	NULO	24.5	12.5
1985-11-02	16.8	NULO	23	7.5
1985-11-03	7.9	NULO	19	8
1985-11-04	3.4	NULO	21.5	6
1985-11-05	0	NULO	21	6.5
1985-11-06	0	NULO	20.5	4
1985-11-07	0	NULO	23	3
1985-11-08	0	NULO	22.5	3.5
1985-11-09	0	NULO	22.5	3.5
1985-11-10	0	NULO	23.5	8.5
1985-11-11	0	NULO	23.5	9
1985-11-12	0	NULO	23	11
1985-11-13	0	NULO	24.5	10.5
1985-11-14	0	NULO	21	12.5
1985-11-15	0	NULO	20	10
1985-11-16	0	NULO	21.5	9.5
1985-11-17	4.8	NULO	23.5	10.5
1985-11-18	7.6	NULO	24	10
1985-11-19	9.4	NULO	21.5	8.5
1985-11-20	0	NULO	20.5	9
1985-11-21	0	NULO	22.5	7
1985-11-22	0	NULO	22	6.5
1985-11-23	0	NULO	21.5	7.5
1985-11-24	0	NULO	21	8.5
1985-11-25	0	NULO	20	9
1985-11-26	0	NULO	21.5	8
1985-11-27	0	NULO	23	9.5
1985-11-28	3	NULO	22	8
1985-11-29	0	NULO	23	10
1985-11-30	0	NULO	21.5	11.5
1985-12-01	2.4	NULO	21	7
1985-12-02	2.6	NULO	22.5	7
1985-12-03	1.2	NULO	23	8.5
1985-12-04	2.8	NULO	17	10.5
1985-12-05	14.9	NULO	17.5	6.5
1985-12-06	0	NULO	18	7
1985-12-07	0	NULO	19.5	6.5
1985-12-08	0	NULO	18.5	7
1985-12-09	0	NULO	20.5	5
1985-12-10	0	NULO	21.5	6.5
1985-12-11	0	NULO	20.5	5.5
1985-12-12	1.2	NULO	15	7
1985-12-13	5.8	NULO	12.5	3.5
1985-12-14	1	NULO	23	1
1985-12-15	0	NULO	22.5	1
1985-12-16	0	NULO	18	5.5
1985-12-17	2.7	NULO	17	6
1985-12-18	3.2	NULO	15.5	5
1985-12-19	6.9	NULO	13.5	4.5
1985-12-20	0	NULO	20.5	8
1985-12-21	8.5	NULO	15.5	9.5
1985-12-22	1.4	NULO	18	9.5
1985-12-23	0	NULO	18.5	8.5
1985-12-24	3.2	NULO	17.5	8.5
1985-12-25	6.7	NULO	19.5	5
1985-12-26	0	NULO	17	6
1985-12-27	0	NULO	22	9
1985-12-28	0	NULO	20.5	10
1985-12-29	0	NULO	21	9.5
1985-12-30	0	NULO	22	7.5
1985-12-31	0	NULO	21.5	8.5
1986-01-01	0	NULO	21.5	6
1986-01-02	0	NULO	21	8
1986-01-03	0	NULO	22.5	6.5
1986-01-04	0	NULO	19.5	8.5
1986-01-05	0	NULO	18.5	5
1986-01-06	0	NULO	19.5	4.5
1986-01-07	8.8	NULO	17	6
1986-01-08	3.4	NULO	19.5	3.5
1986-01-09	0	NULO	10	3.5
1986-01-10	0	NULO	11	2
1986-01-11	0	NULO	11.5	1
1986-01-12	0	NULO	13	0
1986-01-13	0	NULO	13.5	1.5
1986-01-14	0	NULO	14.5	1.5
1986-01-15	0	NULO	16	2
1986-01-16	0	NULO	18.5	1
1986-01-17	0	NULO	18	4.5
1986-01-18	0	NULO	18	6
1986-01-19	0	NULO	20	5
1986-01-20	0	NULO	19.5	4
1986-01-21	0	NULO	20	4
1986-01-22	0	NULO	19	3.5
1986-01-23	0	NULO	18	4.5
1986-01-24	0	NULO	19	4.5
1986-01-25	0	NULO	18	4
1986-01-26	0	NULO	19	4
1986-01-27	0	NULO	22.5	5
1986-01-28	0	NULO	22	5
1986-01-29	0	NULO	22	2
1986-01-30	0	NULO	22.5	0
1986-01-31	0	NULO	22.5	1
1986-02-01	0	NULO	20.5	2
1986-02-02	0	NULO	21.5	3
1986-02-03	0	NULO	22	3.5
1986-02-04	8.7	NULO	21	3
1986-02-05	5.9	NULO	22.5	4
1986-02-06	0	NULO	22	4.5
1986-02-07	0	NULO	26	4
1986-02-08	0	NULO	25	3
1986-02-09	0	NULO	24.5	4
1986-02-10	0	NULO	22	3.5
1986-02-11	0	NULO	22	3
1986-02-12	0	NULO	21	5
1986-02-13	0	NULO	22	4.5
1986-02-14	0	NULO	23.5	5
1986-02-15	0	NULO	23	5
1986-02-16	0	NULO	23.5	5.5
1986-02-17	0	NULO	24	6
1986-02-18	0	NULO	24	7
1986-02-19	0	NULO	24.5	7.5
1986-02-20	0	NULO	23.5	7
1986-02-21	0	NULO	25	6.5
1986-02-22	6.3	NULO	26	7.5
1986-02-23	0	NULO	25.5	8
1986-02-24	0	NULO	25.5	8
1986-02-25	0	NULO	24.5	7
1986-02-26	0	NULO	25	7.5
1986-02-27	0	NULO	26	9
1986-02-28	0	NULO	23	4
1986-03-01	0	NULO	22	3.5
1986-03-02	0	NULO	22	2
1986-03-03	3.8	NULO	23.5	2.5
1986-03-04	0	NULO	24	4
1986-03-05	0	NULO	23	3
1986-03-06	0	NULO	23	3.5
1986-03-07	0	NULO	24.5	3
1986-03-08	0	NULO	24	6.5
1986-03-09	0	NULO	25	7
1986-03-10	0	NULO	24.5	7.5
1986-03-11	0	NULO	25.5	7
1986-03-12	0	NULO	24	7
1986-03-13	0	NULO	25.5	6.5
1986-03-14	0	NULO	24	9
1986-03-15	5.6	NULO	24.5	8
1986-03-16	0	NULO	23	7.5
1986-03-17	0	NULO	23	6
1986-03-18	0	NULO	24.5	7
1986-03-19	11.2	NULO	20	8
1986-03-20	3.8	NULO	9	5
1986-03-21	0	NULO	9.5	1
1986-03-22	0	NULO	13.5	2
1986-03-23	0	NULO	12	0
1986-03-24	0	NULO	12.5	2.5
1986-03-25	0	NULO	17.5	5
1986-03-26	0	NULO	19	5
1986-03-27	10.6	NULO	18.5	6.5
1986-03-28	4	NULO	15.5	6
1986-03-29	0	NULO	17	8
1986-03-30	0	NULO	21	9
1986-03-31	0	NULO	22	5
1986-04-01	0	NULO	22.5	6
1986-04-02	0	NULO	27	7
1986-04-03	0	NULO	31	8.5
1986-04-04	0	NULO	29	16
1986-04-05	0	NULO	25	13
1986-04-06	0	NULO	23	12.5
1986-04-07	0	NULO	23.5	14
1986-04-08	0	NULO	24.5	15
1986-04-09	0	NULO	24	14.5
1986-04-10	0	NULO	24	13
1986-04-11	0	NULO	25	13.5
1986-04-12	0	NULO	25	10
1986-04-13	0	NULO	23.5	9.5
1986-04-14	0	NULO	26	9.5
1986-04-15	0	NULO	28	11
1986-04-16	3.4	NULO	24	12
1986-04-17	2.9	NULO	23.5	11
1986-04-18	0	NULO	29.5	10.5
1986-04-19	0	NULO	22	13
1986-04-20	0	NULO	21.5	11
1986-04-21	12.8	NULO	19	9.5
1986-04-22	10.2	NULO	20.5	9.5
1986-04-23	0	NULO	20.5	11
1986-04-24	0	NULO	22	10.5
1986-04-25	0	NULO	21.5	11
1986-04-26	0	NULO	22	12.5
1986-04-27	2.1	NULO	21	10.5
1986-04-28	3.8	NULO	20	11.5
1986-04-29	0	NULO	23.5	12
1986-04-30	0	NULO	22	12
1986-05-01	0	NULO	23.5	14
1986-05-02	1.5	NULO	24	12.5
1986-05-03	2.3	NULO	23	11.5
1986-05-04	0	NULO	22.5	13
1986-05-05	0	NULO	22.5	13
1986-05-06	0	NULO	23.5	12
1986-05-07	0	NULO	23	13
1986-05-08	0	NULO	23	12.5
1986-05-09	0	NULO	24.5	13.5
1986-05-10	0	NULO	24	14
1986-05-11	0	NULO	23.5	13.5
1986-05-12	0	NULO	24	12
1986-05-13	0	NULO	24.5	11.5
1986-05-14	0	NULO	25.5	12
1986-05-15	6.8	NULO	25	13.5
1986-05-16	0	NULO	23.5	13
1986-05-17	3.6	NULO	23	11
1986-05-18	2.9	NULO	25.5	9.5
1986-05-19	0	NULO	22.5	7
1986-05-20	0	NULO	22	8
1986-05-21	0	NULO	23	8.5
1986-05-22	0	NULO	22.5	7.5
1986-05-23	0	NULO	22.5	8
1986-05-24	0	NULO	24	9
1986-05-25	4.8	NULO	22	8.5
1986-05-26	0	NULO	24.5	8
1986-05-27	2.3	NULO	21.5	10.5
1986-05-28	1.2	NULO	20.5	9.5
1986-05-29	0	NULO	20	9
1986-05-30	0	NULO	22	7
1986-05-31	0	NULO	22.5	8.5
