COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 01/05/2026 

DATOS DISPONIBLES EN LA BASE DE DATOS A: MAY DE 2026; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 13011 
 NOMBRE    : HUEJUTLA 
 ESTADO    : HIDALGO 
 MUNICIPIO : HUEJUTLA DE REYES 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 21.15361111 ° 
 LONGITUD  : -98.38916667 ° 
 ALTITUD   : 126 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1969-01-01	20	NULO	NULO	NULO
1969-01-02	0	NULO	NULO	NULO
1969-01-03	9.5	NULO	NULO	NULO
1969-01-04	0	NULO	NULO	NULO
1969-01-05	0	NULO	NULO	NULO
1969-01-06	0	NULO	NULO	NULO
1969-01-07	0	NULO	NULO	NULO
1969-01-08	0	NULO	NULO	NULO
1969-01-09	0	NULO	NULO	NULO
1969-01-10	0	NULO	NULO	NULO
1969-01-11	0	NULO	NULO	NULO
1969-01-12	0	NULO	NULO	NULO
1969-01-13	0	NULO	NULO	NULO
1969-01-14	0	NULO	NULO	NULO
1969-01-15	0	NULO	NULO	NULO
1969-01-16	0	NULO	NULO	NULO
1969-01-17	0	NULO	NULO	NULO
1969-01-18	30	NULO	NULO	NULO
1969-01-19	0	NULO	NULO	NULO
1969-01-20	0	NULO	NULO	NULO
1969-01-21	0	NULO	NULO	NULO
1969-01-22	0	NULO	NULO	NULO
1969-01-23	0	NULO	NULO	NULO
1969-01-24	0	NULO	NULO	NULO
1969-01-25	0	NULO	NULO	NULO
1969-01-26	0	NULO	NULO	NULO
1969-01-27	0	NULO	NULO	NULO
1969-01-28	0	NULO	NULO	NULO
1969-01-29	0	NULO	NULO	NULO
1969-01-30	0	NULO	NULO	NULO
1969-01-31	0	NULO	NULO	NULO
1969-02-03	19	NULO	NULO	NULO
1969-02-04	0	NULO	NULO	NULO
1969-02-05	0	NULO	NULO	NULO
1969-02-06	0	NULO	NULO	NULO
1969-02-07	0	NULO	NULO	NULO
1969-02-08	0	NULO	NULO	NULO
1969-02-09	0	NULO	NULO	NULO
1969-02-10	0	NULO	NULO	NULO
1969-02-11	0	NULO	NULO	NULO
1969-02-12	0	NULO	NULO	NULO
1969-02-13	0	NULO	NULO	NULO
1969-02-14	0	NULO	NULO	NULO
1969-02-15	0	NULO	NULO	NULO
1969-02-16	0	NULO	NULO	NULO
1969-02-17	12	NULO	NULO	NULO
1969-02-18	8	NULO	NULO	NULO
1969-02-19	0	NULO	NULO	NULO
1969-02-20	0	NULO	NULO	NULO
1969-02-21	0	NULO	NULO	NULO
1969-02-22	11	NULO	NULO	NULO
1969-02-23	0	NULO	NULO	NULO
1969-02-24	11	NULO	NULO	NULO
1969-02-25	8.5	NULO	NULO	NULO
1969-02-26	0	NULO	NULO	NULO
1969-02-27	0	NULO	NULO	NULO
1969-02-28	16	NULO	NULO	NULO
1969-03-01	0	NULO	NULO	NULO
1969-03-02	0	NULO	NULO	NULO
1969-03-03	0	NULO	NULO	NULO
1969-03-04	0	NULO	NULO	NULO
1969-03-05	0	NULO	NULO	NULO
1969-03-06	0	NULO	NULO	NULO
1969-03-07	0	NULO	NULO	NULO
1969-03-08	0	NULO	NULO	NULO
1969-03-09	0	NULO	NULO	NULO
1969-03-10	5.5	NULO	NULO	NULO
1969-03-11	0	NULO	NULO	NULO
1969-03-12	0	NULO	NULO	NULO
1969-03-13	0	NULO	NULO	NULO
1969-03-14	0	NULO	NULO	NULO
1969-03-15	3	NULO	NULO	NULO
1969-03-16	6	NULO	NULO	NULO
1969-03-17	0	NULO	NULO	NULO
1969-03-18	0	NULO	NULO	NULO
1969-03-19	0	NULO	NULO	NULO
1969-03-20	0	NULO	NULO	NULO
1969-03-21	0	NULO	NULO	NULO
1969-03-22	0	NULO	NULO	NULO
1969-03-23	0	NULO	NULO	NULO
1969-03-24	0	NULO	NULO	NULO
1969-03-25	0	NULO	NULO	NULO
1969-03-26	0	NULO	NULO	NULO
1969-03-27	0	NULO	NULO	NULO
1969-03-28	0	NULO	NULO	NULO
1969-03-29	0	NULO	NULO	NULO
1969-03-30	8	NULO	NULO	NULO
1969-03-31	0	NULO	NULO	NULO
1969-04-01	0	NULO	NULO	NULO
1969-04-02	0	NULO	NULO	NULO
1969-04-03	0	NULO	NULO	NULO
1969-04-04	0	NULO	NULO	NULO
1969-04-05	22	NULO	NULO	NULO
1969-04-06	60	NULO	NULO	NULO
1969-04-07	0	NULO	NULO	NULO
1969-04-08	0	NULO	NULO	NULO
1969-04-09	0	NULO	NULO	NULO
1969-04-10	0	NULO	NULO	NULO
1969-04-11	0	NULO	NULO	NULO
1969-04-12	0	NULO	NULO	NULO
1969-04-13	0	NULO	NULO	NULO
1969-04-14	0	NULO	NULO	NULO
1969-04-15	0	NULO	NULO	NULO
1969-04-16	0	NULO	NULO	NULO
1969-04-17	0	NULO	NULO	NULO
1969-04-18	0	NULO	NULO	NULO
1969-04-19	0	NULO	NULO	NULO
1969-04-20	0	NULO	NULO	NULO
1969-04-21	4.5	NULO	NULO	NULO
1969-04-22	0	NULO	NULO	NULO
1969-04-23	0	NULO	NULO	NULO
1969-04-24	0	NULO	NULO	NULO
1969-04-25	0	NULO	NULO	NULO
1969-04-26	0	NULO	NULO	NULO
1969-04-27	36	NULO	NULO	NULO
1969-04-28	32	NULO	NULO	NULO
1969-04-29	9	NULO	NULO	NULO
1969-04-30	0	NULO	NULO	NULO
1969-05-01	0	NULO	NULO	NULO
1969-05-02	0	NULO	NULO	NULO
1969-05-03	0	NULO	NULO	NULO
1969-05-04	0	NULO	NULO	NULO
1969-05-05	0	NULO	NULO	NULO
1969-05-06	0	NULO	NULO	NULO
1969-05-07	0	NULO	NULO	NULO
1969-05-08	17	NULO	NULO	NULO
1969-05-09	0	NULO	NULO	NULO
1969-05-10	0	NULO	NULO	NULO
1969-05-11	97	NULO	NULO	NULO
1969-05-12	0	NULO	NULO	NULO
1969-05-13	0	NULO	NULO	NULO
1969-05-14	26	NULO	NULO	NULO
1969-05-15	0	NULO	NULO	NULO
1969-05-16	13	NULO	NULO	NULO
1969-05-17	0	NULO	NULO	NULO
1969-05-18	0	NULO	NULO	NULO
1969-05-19	0	NULO	NULO	NULO
1969-05-20	0	NULO	NULO	NULO
1969-05-21	0	NULO	NULO	NULO
1969-05-22	0	NULO	NULO	NULO
1969-05-23	0	NULO	NULO	NULO
1969-05-24	0	NULO	NULO	NULO
1969-05-25	0	NULO	NULO	NULO
1969-05-26	0	NULO	NULO	NULO
1969-05-27	0	NULO	NULO	NULO
1969-05-28	0	NULO	NULO	NULO
1969-05-29	0	NULO	NULO	NULO
1969-05-30	0	NULO	NULO	NULO
1969-05-31	0	NULO	NULO	NULO
1969-06-01	0	NULO	33	22
1969-06-02	0	NULO	36	18
1969-06-03	0	NULO	35	19.5
1969-06-04	0	NULO	37	22.5
1969-06-05	0	NULO	36	23
1969-06-06	0	NULO	36.5	22.5
1969-06-07	0	NULO	35	24.5
1969-06-08	0	NULO	36	25
1969-06-09	0	NULO	35	23
1969-06-10	0	NULO	33.5	22.5
1969-06-11	0	NULO	29	22
1969-06-12	0	NULO	30	19
1969-06-13	0	NULO	26	20.5
1969-06-14	0	NULO	28	22.5
1969-06-15	0	NULO	26.5	21
1969-06-16	0	NULO	32	21.5
1969-06-17	0	NULO	33	21
1969-06-18	0	NULO	33.5	20.5
1969-06-19	0	NULO	34	22
1969-06-20	0	NULO	34	23
1969-06-21	0	NULO	29.5	22.5
1969-06-22	0	NULO	28	23
1969-06-23	0	NULO	26	23
1969-06-24	0	NULO	31.5	23
1969-06-25	0	NULO	33.5	23
1969-06-26	0	NULO	32.5	22
1969-06-27	0	NULO	28	22.5
1969-06-28	0	NULO	31	22.5
1969-06-29	0	NULO	30.5	22.5
1969-06-30	0	NULO	28	23
1969-07-01	15	NULO	NULO	NULO
1969-07-02	56	NULO	NULO	NULO
1969-07-03	45	NULO	NULO	NULO
1969-07-04	3	NULO	NULO	NULO
1969-07-05	3	NULO	NULO	NULO
1969-07-06	7	NULO	NULO	NULO
1969-07-07	32	NULO	NULO	NULO
1969-07-08	27	NULO	NULO	NULO
1969-07-09	7	NULO	NULO	NULO
1969-07-10	3	NULO	NULO	NULO
1969-07-11	0	NULO	NULO	NULO
1969-07-12	13	NULO	NULO	NULO
1969-07-13	14	NULO	NULO	NULO
1969-07-14	13	NULO	NULO	NULO
1969-07-15	0	NULO	NULO	NULO
1969-07-16	0	NULO	NULO	NULO
1969-07-17	0	NULO	NULO	NULO
1969-07-18	0	NULO	NULO	NULO
1969-07-19	0	NULO	NULO	NULO
1969-07-20	0	NULO	NULO	NULO
1969-07-21	0	NULO	NULO	NULO
1969-07-22	0	NULO	NULO	NULO
1969-07-23	0	NULO	NULO	NULO
1969-07-24	0	NULO	NULO	NULO
1969-07-25	0	NULO	NULO	NULO
1969-07-26	0	NULO	NULO	NULO
1969-07-27	0	NULO	NULO	NULO
1969-07-28	0	NULO	NULO	NULO
1969-07-29	0	NULO	NULO	NULO
1969-07-30	0	NULO	NULO	NULO
1969-07-31	0	NULO	NULO	NULO
1969-08-01	0	NULO	NULO	NULO
1969-08-02	0	NULO	NULO	NULO
1969-08-03	0	NULO	NULO	NULO
1969-08-04	0	NULO	NULO	NULO
1969-08-05	21	NULO	NULO	NULO
1969-08-06	0	NULO	NULO	NULO
1969-08-07	0	NULO	NULO	NULO
1969-08-08	9	NULO	NULO	NULO
1969-08-09	0	NULO	NULO	NULO
1969-08-10	0	NULO	NULO	NULO
1969-08-11	0	NULO	NULO	NULO
1969-08-12	0	NULO	NULO	NULO
1969-08-13	0	NULO	NULO	NULO
1969-08-14	6	NULO	NULO	NULO
1969-08-15	0	NULO	NULO	NULO
1969-08-16	0	NULO	NULO	NULO
1969-08-17	0	NULO	NULO	NULO
1969-08-18	0	NULO	NULO	NULO
1969-08-19	0	NULO	NULO	NULO
1969-08-20	56	NULO	NULO	NULO
1969-08-21	33	NULO	NULO	NULO
1969-08-22	0	NULO	NULO	NULO
1969-08-23	0	NULO	NULO	NULO
1969-08-24	0	NULO	NULO	NULO
1969-08-25	0	NULO	NULO	NULO
1969-08-26	0	NULO	NULO	NULO
1969-08-27	0	NULO	NULO	NULO
1969-08-28	0	NULO	NULO	NULO
1969-08-29	0	NULO	NULO	NULO
1969-08-30	0	NULO	NULO	NULO
1969-08-31	0	NULO	NULO	NULO
1969-09-01	68	NULO	NULO	NULO
1969-09-02	4	NULO	NULO	NULO
1969-09-03	8	NULO	NULO	NULO
1969-09-04	24	NULO	NULO	NULO
1969-09-05	17	NULO	NULO	NULO
1969-09-06	83	NULO	NULO	NULO
1969-09-07	17	NULO	NULO	NULO
1969-09-08	33	NULO	NULO	NULO
1969-09-09	37	NULO	NULO	NULO
1969-09-10	28	NULO	NULO	NULO
1969-09-11	33	NULO	NULO	NULO
1969-09-12	10	NULO	NULO	NULO
1969-09-13	0	NULO	NULO	NULO
1969-09-14	0	NULO	NULO	NULO
1969-09-15	0	NULO	NULO	NULO
