MWShapeID,D_R,CLAVE_WRB,N_G1,N_CP_G1,GH_SUELO,CVE_D,CVE_G,CLASS_CN,CVE_V,TIP_VEG,COND_HIDRO,VALOR_CN,ID_Calculo,areaPoligo,CalcArea,Porcentaje,ValorN,N_condN,N_CorrA,N_CorrB,N_corrS0,N_corrS
168,0.0,UMhust+RGsknhu+LPhu/3,UMBRISOL,StÃ¡gnico,D,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,80.0,1.0,1494.553893000000,0.008487952100,0.000567925400,0.000454340300,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
169,0.0,UMhust+RGsknhu+LPhu/3,UMBRISOL,StÃ¡gnico,D,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,80.0,1.0,1494.553893000000,0.036718603500,0.002456826900,0.001965461500,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
170,0.0,UMhust+RGsknhu+LPhu/3,UMBRISOL,StÃ¡gnico,D,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,80.0,1.0,1494.553893000000,11.646875471000,0.779287754400,0.623430203500,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
171,0.0,UMhust+RGsknhu+LPhu/3,UMBRISOL,StÃ¡gnico,D,IAPF,TP,TIERRA CULTIVADA,IAPF,NO APLICABLE,BUENA,89.0,1.0,1494.553893000000,1.293630015300,0.086556264100,0.077035075000,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
172,0.0,UMhust+RGsknhu+LPhu/3,UMBRISOL,StÃ¡gnico,D,IAPF,TP,TIERRA CULTIVADA,IAPF,NO APLICABLE,BUENA,89.0,1.0,1494.553893000000,1.465011249000,0.098023313500,0.087240749000,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
173,0.0,UMhust+RGsknhu+LPhu/3,UMBRISOL,StÃ¡gnico,D,IAPF,TP,TIERRA CULTIVADA,IAPF,NO APLICABLE,BUENA,89.0,1.0,1494.553893000000,2.404279335900,0.160869363500,0.143173733500,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
174,0.0,LPli+LVlep+ACha/2,LEPTOSOL,LÃ­tico,A,MSSC,IEFF,BOSQUE Y SELVA,VSa/BM,BOSQUE MESÃFILO DE MONTAÃA,MALA,45.0,1.0,1494.553893000000,1.117414339100,0.074765744000,0.033644584800,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
175,0.0,LPli+LVlep+ACha/2,LEPTOSOL,LÃ­tico,A,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,30.0,1.0,1494.553893000000,6.560947619800,0.438990366900,0.131697110000,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
176,0.0,LPli+LVlep+ACha/2,LEPTOSOL,LÃ­tico,A,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,30.0,1.0,1494.553893000000,0.044243457000,0.002960311900,0.000888093500,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
177,0.0,LPli+LVlep+ACha/2,LEPTOSOL,LÃ­tico,A,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,30.0,1.0,1494.553893000000,0.089906248500,0.006015590900,0.001804677200,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
178,0.0,LPli+LVlep+ACha/2,LEPTOSOL,LÃ­tico,A,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,30.0,1.0,1494.553893000000,0.169755379800,0.011358264200,0.003407479200,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
179,0.0,LPli+LVlep+ACha/2,LEPTOSOL,LÃ­tico,A,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,71.0,1.0,1494.553893000000,0.015556781700,0.001040898000,0.000739037500,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
180,0.0,LPli+LVlep+ACha/2,LEPTOSOL,LÃ­tico,A,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,39.0,1.0,1494.553893000000,8.141293998200,0.544730707600,0.212444975900,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
181,0.0,LPli+LVlep+ACha/2,LEPTOSOL,LÃ­tico,A,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,39.0,1.0,1494.553893000000,1.698491622500,0.113645391400,0.044321702600,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
182,0.0,UMlep+LVcr+LPli/3,UMBRISOL,EpilÃ©ptico,D,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,70.0,1.0,1494.553893000000,2.541102609600,0.170024153700,0.119016907600,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
183,0.0,UMlep+LVcr+LPli/3,UMBRISOL,EpilÃ©ptico,D,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,70.0,1.0,1494.553893000000,0.110625162300,0.007401885100,0.005181319500,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
184,0.0,UMlep+LVcr+LPli/3,UMBRISOL,EpilÃ©ptico,D,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,70.0,1.0,1494.553893000000,2.625686229000,0.175683609700,0.122978526800,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
185,0.0,UMlep+LVcr+LPli/3,UMBRISOL,EpilÃ©ptico,D,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,91.0,1.0,1494.553893000000,6.057184150100,0.405283755700,0.368808217700,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
186,0.0,UMlep+LVcr+LPli/3,UMBRISOL,EpilÃ©ptico,D,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,80.0,1.0,1494.553893000000,0.110099634500,0.007366722200,0.005893377800,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
187,0.0,LVhu+RGsknhu+LPhuli/3,LUVISOL,HÃºmico,D,PSSC,IEFF,BOSQUE Y SELVA,VSa/SAP,SELVA ALTA PERENNIFOLIA,MALA,83.0,1.0,1494.553893000000,13.152976974000,0.880060400200,0.730450132200,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
188,0.0,LVhu+RGsknhu+LPhuli/3,LUVISOL,HÃºmico,D,PSSC,IEFF,BOSQUE Y SELVA,VSa/SAP,SELVA ALTA PERENNIFOLIA,MALA,83.0,1.0,1494.553893000000,40.895126366000,2.736276460500,2.271109462200,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
189,0.0,LVhu+RGsknhu+LPhuli/3,LUVISOL,HÃºmico,D,IAPF,TP,TIERRA CULTIVADA,IAPF,NO APLICABLE,BUENA,89.0,1.0,1494.553893000000,4.172376256500,0.279172017500,0.248463095600,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
190,0.0,LVhu+RGsknhu+LPhuli/3,LUVISOL,HÃºmico,D,IAPF,TAS,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,91.0,1.0,1494.553893000000,30.287680899000,2.026536549700,1.844148260300,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
191,0.0,LVhu+RGsknhu+LPhuli/3,LUVISOL,HÃºmico,D,IAPF,TAP,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,91.0,1.0,1494.553893000000,24.869934669000,1.664037328100,1.514273968500,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
192,0.0,LVhu+RGsknhu+LPhuli/3,LUVISOL,HÃºmico,D,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,91.0,1.0,1494.553893000000,3.326087236300,0.222547159500,0.202517915100,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
193,0.0,LVhu+RGsknhu+LPhuli/3,LUVISOL,HÃºmico,D,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,91.0,1.0,1494.553893000000,1.528893960200,0.102297680000,0.093090888800,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
194,0.0,LVhu+RGsknhu+LPhuli/3,LUVISOL,HÃºmico,D,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,80.0,1.0,1494.553893000000,2.444306417400,0.163547559400,0.130838047500,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
195,0.0,LVhu+RGsknhu+LPhuli/3,LUVISOL,HÃºmico,D,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,80.0,1.0,1494.553893000000,0.005618030000,0.000375900100,0.000300720100,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
196,0.0,LVhu+RGsknhu+LPhuli/3,LUVISOL,HÃºmico,D,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,80.0,1.0,1494.553893000000,1.681730491900,0.112523910900,0.090019128700,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
197,0.0,CMcrlen+RGdy/2,CAMBISOL,EndolÃ©ptico,B,PSSC,IEFF,BOSQUE Y SELVA,VSa/SAP,SELVA ALTA PERENNIFOLIA,MALA,66.0,1.0,1494.553893000000,0.287091324200,0.019209165000,0.012678048900,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
198,0.0,CMcrlen+RGdy/2,CAMBISOL,EndolÃ©ptico,B,PSCA,IEFF,BOSQUE Y SELVA,VSA/SAP,SELVA ALTA PERENNIFOLIA,REGULAR,60.0,1.0,1494.553893000000,4.357004682800,0.291525431300,0.174915258700,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
199,0.0,CMcrlen+RGdy/2,CAMBISOL,EndolÃ©ptico,B,IAPF,TP,TIERRA CULTIVADA,IAPF,NO APLICABLE,BUENA,78.0,1.0,1494.553893000000,5.843630039000,0.390994936000,0.304976050100,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
200,0.0,CMcrlen+RGdy/2,CAMBISOL,EndolÃ©ptico,B,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,61.0,1.0,1494.553893000000,7.778824792200,0.520478038800,0.317491603600,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
201,0.0,CMcrlen+RGdy/2,CAMBISOL,EndolÃ©ptico,B,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,61.0,1.0,1494.553893000000,5.140272477200,0.343933564400,0.209799474300,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
202,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,PSSC,IEFF,BOSQUE Y SELVA,VSa/SAP,SELVA ALTA PERENNIFOLIA,MALA,45.0,1.0,1494.553893000000,0.008566393700,0.000573173900,0.000257928200,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
203,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,PSSC,IEFF,BOSQUE Y SELVA,VSa/SAP,SELVA ALTA PERENNIFOLIA,MALA,45.0,1.0,1494.553893000000,22.688270509000,1.518063056400,0.683128375300,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
204,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,PSCA,IEFF,BOSQUE Y SELVA,VSA/SAP,SELVA ALTA PERENNIFOLIA,REGULAR,36.0,1.0,1494.553893000000,5.723856074200,0.382980908200,0.137873126900,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
205,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,MSSC,IEFF,BOSQUE Y SELVA,VSa/BM,BOSQUE MESÃFILO DE MONTAÃA,MALA,45.0,1.0,1494.553893000000,7.090271134000,0.474407190400,0.213483235700,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
206,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,MSSC,IEFF,BOSQUE Y SELVA,VSa/BM,BOSQUE MESÃFILO DE MONTAÃA,MALA,45.0,1.0,1494.553893000000,3.472092539300,0.232316315600,0.104542342000,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
207,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,MSSC,IEFF,BOSQUE Y SELVA,VSa/BM,BOSQUE MESÃFILO DE MONTAÃA,MALA,45.0,1.0,1494.553893000000,1.689533051000,0.113045977000,0.050870689600,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
208,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,MSSC,IEFF,BOSQUE Y SELVA,VSa/BM,BOSQUE MESÃFILO DE MONTAÃA,MALA,45.0,1.0,1494.553893000000,2.531823108800,0.169403266100,0.076231469700,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
209,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,MSSC,IEFF,BOSQUE Y SELVA,VSa/BM,BOSQUE MESÃFILO DE MONTAÃA,MALA,45.0,1.0,1494.553893000000,2.023098273600,0.135364691900,0.060914111300,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
210,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,MSCC,IEFF,BOSQUE Y SELVA,VSA/BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,30.0,1.0,1494.553893000000,1.303143269200,0.087192792100,0.026157837600,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
211,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,30.0,1.0,1494.553893000000,0.290642313900,0.019446760300,0.005834028100,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
212,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,30.0,1.0,1494.553893000000,8.454465184300,0.565684865700,0.169705459700,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
213,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,30.0,1.0,1494.553893000000,4.261354092200,0.285125488700,0.085537646600,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
214,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,30.0,1.0,1494.553893000000,2.724401693800,0.182288621800,0.054686586500,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
215,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,30.0,1.0,1494.553893000000,7.097073080000,0.474862305900,0.142458691700,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
216,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,IAPF,TP,TIERRA CULTIVADA,IAPF,NO APLICABLE,BUENA,67.0,1.0,1494.553893000000,27.022020690000,1.808032538300,1.211381800700,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
217,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,IAPF,TP,TIERRA CULTIVADA,IAPF,NO APLICABLE,BUENA,67.0,1.0,1494.553893000000,3.683155757500,0.246438470600,0.165113775300,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
218,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,71.0,1.0,1494.553893000000,6.323279210600,0.423088069200,0.300392529100,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
219,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,71.0,1.0,1494.553893000000,1.879771553900,0.125774758700,0.089300078700,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
220,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,71.0,1.0,1494.553893000000,3.340665746000,0.223522601700,0.158701047200,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
221,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,39.0,1.0,1494.553893000000,1.547902042400,0.103569503200,0.040392106200,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
222,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,39.0,1.0,1494.553893000000,1.223278168900,0.081849050300,0.031921129600,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
223,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,39.0,1.0,1494.553893000000,1.892819729700,0.126647806900,0.049392644700,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
224,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,39.0,1.0,1494.553893000000,1.110669812700,0.074314470500,0.028982643500,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
225,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,39.0,1.0,1494.553893000000,1.489056299800,0.099632158200,0.038856541700,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
226,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,IAPF,TP,TIERRA CULTIVADA,IAPF,NO APLICABLE,BUENA,67.0,1.0,1494.553893000000,3.619515459900,0.242180323900,0.162260817000,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
227,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,IAPF,TAP,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,71.0,1.0,1494.553893000000,6.115351981600,0.409175742000,0.290514776800,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
228,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,39.0,1.0,1494.553893000000,0.221571531900,0.014825262100,0.005781852200,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
229,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,71.0,1.0,1494.553893000000,0.329685989900,0.022059157000,0.015662001400,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
230,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,IAPF,PC,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,IAPF,NO APLICABLE,BUENA,39.0,1.0,1494.553893000000,0.429571274400,0.028742441200,0.011209552000,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
231,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,71.0,1.0,1494.553893000000,0.365688732600,0.024468086000,0.017372341000,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
232,0.0,RGdylen+CMdyhlen/2,REGOSOL,EndolÃ©ptico,A,BPCC,IEFF,BOSQUE Y SELVA,BP,BOSQUE DE PINO,BUENA,30.0,1.0,1494.553893000000,1.703627876700,0.113989056100,0.034196716800,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
233,0.0,RGdylen+CMdylen+LPli/2,REGOSOL,EndolÃ©ptico,A,VICN,IEFF,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,PI,PASTIZAL INDUCIDO,MALA,68.0,1.0,1494.553893000000,1.868879428900,0.125045971000,0.085031260300,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
234,0.0,RGdylen+CMdylen+LPli/2,REGOSOL,EndolÃ©ptico,A,MSSC,IEFF,BOSQUE Y SELVA,VSa/BM,BOSQUE MESÃFILO DE MONTAÃA,MALA,45.0,1.0,1494.553893000000,2.873031679400,0.192233394300,0.086505027400,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
235,0.0,RGdylen+CMdylen+LPli/2,REGOSOL,EndolÃ©ptico,A,MSSC,IEFF,BOSQUE Y SELVA,VSa/BM,BOSQUE MESÃFILO DE MONTAÃA,MALA,45.0,1.0,1494.553893000000,16.789592819000,1.123384904100,0.505523206800,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
236,0.0,RGdylen+CMdylen+LPli/2,REGOSOL,EndolÃ©ptico,A,MSSC,IEFF,BOSQUE Y SELVA,VSa/BM,BOSQUE MESÃFILO DE MONTAÃA,MALA,45.0,1.0,1494.553893000000,4.706988979900,0.314942739800,0.141724232900,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
237,0.0,RGdylen+CMdylen+LPli/2,REGOSOL,EndolÃ©ptico,A,MSSC,IEFF,BOSQUE Y SELVA,VSa/BM,BOSQUE MESÃFILO DE MONTAÃA,MALA,45.0,1.0,1494.553893000000,3.591669544100,0.240317164900,0.108142724200,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
238,0.0,RGdylen+CMdylen+LPli/2,REGOSOL,EndolÃ©ptico,A,MSSC,IEFF,BOSQUE Y SELVA,VSa/BM,BOSQUE MESÃFILO DE MONTAÃA,MALA,45.0,1.0,1494.553893000000,1.960372273400,0.131167720500,0.059025474200,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
239,0.0,RGdylen+CMdylen+LPli/2,REGOSOL,EndolÃ©ptico,A,MSSC,IEFF,BOSQUE Y SELVA,VSa/BM,BOSQUE MESÃFILO DE MONTAÃA,MALA,45.0,1.0,1494.553893000000,0.014902489500,0.000997119500,0.000448703800,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
240,0.0,RGdylen+CMdylen+LPli/2,REGOSOL,EndolÃ©ptico,A,MSCC,IEFF,BOSQUE Y SELVA,VSA/BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,30.0,1.0,1494.553893000000,2.673286624700,0.178868533000,0.053660559900,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
241,0.0,RGdylen+CMdylen+LPli/2,REGOSOL,EndolÃ©ptico,A,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,30.0,1.0,1494.553893000000,12.622361752000,0.844557149100,0.253367144700,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
242,0.0,RGdylen+CMdylen+LPli/2,REGOSOL,EndolÃ©ptico,A,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,30.0,1.0,1494.553893000000,5.101153320300,0.341316117300,0.102394835200,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
243,0.0,RGdylen+CMdylen+LPli/2,REGOSOL,EndolÃ©ptico,A,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,30.0,1.0,1494.553893000000,1.452524437900,0.097187826000,0.029156347800,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
244,0.0,RGdylen+CMdylen+LPli/2,REGOSOL,EndolÃ©ptico,A,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,30.0,1.0,1494.553893000000,1.527116643300,0.102178760500,0.030653628100,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
245,0.0,RGdylen+CMdylen+LPli/2,REGOSOL,EndolÃ©ptico,A,MPCA,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,REGULAR,36.0,1.0,1494.553893000000,2.819157908200,0.188628722000,0.067906339900,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
246,0.0,RGdylen+CMdylen+LPli/2,REGOSOL,EndolÃ©ptico,A,IAPF,TP,TIERRA CULTIVADA,IAPF,NO APLICABLE,BUENA,67.0,1.0,1494.553893000000,2.208902988700,0.147796810700,0.099023863100,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
247,0.0,RGdylen+CMdylen+LPli/2,REGOSOL,EndolÃ©ptico,A,IAPF,TP,TIERRA CULTIVADA,IAPF,NO APLICABLE,BUENA,67.0,1.0,1494.553893000000,1.520852007500,0.101759596200,0.068178929400,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
248,0.0,RGdylen+CMdylen+LPli/2,REGOSOL,EndolÃ©ptico,A,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,71.0,1.0,1494.553893000000,10.207332897000,0.682968539600,0.484907663100,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
249,0.0,RGdylen+CMdylen+LPli/2,REGOSOL,EndolÃ©ptico,A,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,71.0,1.0,1494.553893000000,23.877526187000,1.597635675500,1.134321329600,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
250,0.0,RGdylen+CMdylen+LPli/2,REGOSOL,EndolÃ©ptico,A,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,71.0,1.0,1494.553893000000,0.015590627400,0.001043162600,0.000740645400,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
